NSAMPLES	MODEL	TRANS	REP	R2	X2	X2p	X2c	nMSE	PCC	RHO
226	Binomial	none	71	1.0	226.763768085	233.49097628	232.793962752	0.590197041839	0.97641699847	0.822335076868
226	Binomial	none	72	1.0	172.52147714	178.380921793	177.662866281	0.577437653072	0.97798263011	0.826993006391
226	Binomial	none	73	1.0	190.986458844	197.582216438	196.837799646	0.584907142781	0.977001986402	0.824404474518
226	Binomial	none	74	1.0	218.789473549	225.885510152	225.115109596	0.580466041841	0.977093650292	0.82508746455
226	Binomial	none	75	1.0	212.629874646	219.050343409	218.329464223	0.584838884148	0.977299259279	0.82429077537
226	Binomial	none	76	1.0	207.061197916	213.875407483	213.119462183	0.575963309165	0.978095989616	0.827606838983
226	Binomial	none	77	1.0	181.218086281	187.864813107	187.111138774	0.579168050833	0.977331380178	0.826297713423
226	Binomial	none	78	1.0	226.295975182	233.280891721	232.551137644	0.586180965357	0.977114567053	0.824196931179
226	Binomial	none	79	1.0	171.218970785	177.493199796	176.748418325	0.585345940455	0.976960907956	0.823225945491
226	Binomial	none	8	1.0	214.849740624	222.025670009	221.31780989	0.583341514185	0.977305994064	0.825225069311
226	Binomial	none	80	1.0	177.176540137	183.753214686	183.017229376	0.589940910982	0.977454898824	0.823761524286
226	Binomial	none	81	1.0	191.572470672	198.333289096	197.599593905	0.580047960817	0.977726480289	0.826378007288
226	Binomial	none	82	1.0	177.792275472	184.193339697	183.473101152	0.581972781435	0.977890523354	0.826133590572
226	Binomial	none	83	1.0	192.120227635	199.023595681	198.279307349	0.592098313993	0.976888779135	0.82251677339
226	Binomial	none	84	1.0	172.816275621	179.360540603	178.621991526	0.586543791858	0.977410572285	0.824901317228
226	Binomial	none	85	1.0	201.860680267	208.801393169	208.132039667	0.581855938671	0.976734402862	0.825726068412
226	Binomial	none	86	1.0	196.023180817	203.246393553	202.560556442	0.587843797627	0.976890442553	0.823722414465
226	Binomial	none	87	1.0	245.874944592	252.535256326	251.808776773	0.587527612488	0.976590489757	0.822966212691
226	Binomial	none	88	1.0	221.355757919	228.361069669	227.650663667	0.58184370687	0.977362053453	0.825933794482
226	Binomial	none	89	1.0	187.706414111	193.863906434	193.102478049	0.580592327932	0.976197712789	0.825862309734
226	Binomial	none	9	1.0	226.12791404	232.688907337	231.977978296	0.582910435893	0.977248870379	0.8254529423
226	Binomial	none	90	1.0	188.109190226	194.637646996	193.901990276	0.581143003661	0.977179784712	0.825865326608
226	Binomial	none	91	1.0	176.235219666	182.328029501	181.561531191	0.583697441458	0.977969035177	0.826110557755
226	Binomial	none	92	1.0	176.872265666	182.888853052	182.160705361	0.581497879289	0.977231053067	0.825426257685
226	Binomial	none	93	1.0	234.18607123	241.453146689	240.68436395	0.586903837655	0.977760528714	0.824352454679
226	Binomial	none	94	1.0	210.827221763	217.249810956	216.448498414	0.577644871804	0.9773741194	0.826443658033
226	Binomial	none	95	1.0	194.544180142	201.427485591	200.658072178	0.587416437251	0.977235736189	0.824376269357
226	Binomial	none	96	0.713375570745	251.465676803	258.453175479	257.678069076	0.585936194006	0.977688381443	0.824927374358
226	Binomial	none	97	1.0	253.02359695	259.858729187	259.115097967	0.584742680976	0.976925846161	0.824503722828
226	Binomial	none	98	1.0	234.294198936	241.312529635	240.543500285	0.58236099142	0.977252866401	0.824983874726
226	Binomial	none	99	1.0	189.288551781	196.25846592	195.548640343	0.581340614132	0.976941492411	0.825385531359
226	NBinomial	none	1	0.00119236307907	172.154708906	1.2580339787	1.82620091395	0.581989718557	0.977361023274	0.827401402412
226	NBinomial	none	10	1.0	178.884611745	3.91834322056	4.44148119746	0.580975194474	0.977087551294	0.827275274184
226	NBinomial	none	100	0.00133142661772	190.141814004	5.03284400102	5.56317615943	0.585881086792	0.976470960475	0.825698811988
226	NBinomial	none	11	0.0	181.788347254	1.44331023926	1.89238841591	0.592717031656	0.976923246694	0.823954243744
226	NBinomial	none	12	1.0	195.708462963	9.7394503431	10.2186476102	0.585494784005	0.976249422445	0.825190670195
226	NBinomial	none	13	0.0	224.525569764	5.9169628104	6.4455231639	0.585179357951	0.976798791729	0.825945816003
226	NBinomial	none	14	0.000233203916099	190.754400495	2.2493872842	2.68687182809	0.593032174579	0.976082051451	0.823432121194
226	NBinomial	none	15	0.00132301072997	183.062739629	1.39068515857	1.89788683561	0.597177182699	0.976404800779	0.822458092787
226	NBinomial	none	16	1.0	171.627289975	1.53488091371	2.03190487393	0.589046034882	0.977548398091	0.825572196756
226	NBinomial	none	17	1.0	183.900340831	1.44879198728	1.98153076455	0.581757161924	0.977075021022	0.827093950468
226	NBinomial	none	18	0.000842349927278	199.641423884	1.45030494325	2.0373008613	0.579245334326	0.976883026943	0.828218562134
226	NBinomial	none	19	0.0	190.35955529	1.40532814123	1.93166874576	0.585380484748	0.977215909962	0.825862155323
226	NBinomial	none	2	0.00053482165726	196.279128664	11.3602361131	11.8098056028	0.59318862859	0.976521380829	0.82408700871
226	NBinomial	none	20	1.0	172.782633918	1.51179933411	2.04639763009	0.58110995301	0.976876496956	0.82741007338
226	NBinomial	none	21	0.00048107254475	182.123484239	1.64214541952	2.14639979942	0.586052670595	0.976665190732	0.825631594231
226	NBinomial	none	22	0.00139422149448	173.371005144	1.52749244088	2.00617775156	0.594200338829	0.976671653339	0.823498400647
226	NBinomial	none	23	1.0	188.565144561	7.38455655986	7.88743021958	0.582805632061	0.976976854281	0.82666127583
226	NBinomial	none	24	1.0	189.281602511	5.72251473814	6.18826988095	0.587212536556	0.976455042353	0.825083713836
226	NBinomial	none	25	0.0	179.301455471	1.73275779411	2.19507632803	0.596879285047	0.976423514003	0.822929309937
226	NBinomial	none	26	0.000961616387325	179.275696676	1.51570793706	2.02408728477	0.587429774286	0.976565015252	0.825347479416
226	NBinomial	none	27	0.0	167.469134963	4.29415187992	4.82396487046	0.585181027979	0.977054320153	0.826254577182
