ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,R2,REP,RSS,S2,TN,TNR,TP,TPR,TRANS
0.9902,0.20967741935483872,0.4583333333333333,87,0.87,11,0.0011111111111111111,0.26536138880151094,0.26208926686734596,Normal,100,10,100,10,0.9912790697674418,250,0.5416666666666666,-1.119021028133412,1,0.03369998147001909,1,9889,0.9988888888888889,13,0.13,boxcox
0.9925,0.4,0.0,75,0.75,0,0.0,0.5,0.4981167541368988,Normal,100,10,100,10,0.9924812030075187,250,1.0,-0.22572570108472956,1,0.019493404201971366,1,9900,1.0,25,0.25,blom
0.9915,0.2608695652173913,0.0,85,0.85,0,0.0,0.3872983346207417,0.38564632064488885,Normal,100,10,100,10,0.9914872308462694,250,1.0,-3.879196714320628,2,0.07524364160529612,1,9900,1.0,15,0.15,log
0.9896,0.14754098360655737,0.5909090909090909,91,0.91,13,0.0013131313131313131,0.1918806447200494,0.18834054742576997,Normal,100,10,100,10,0.9908799358588896,250,0.4090909090909091,-2.7074470899466787,2,0.05717371863441832,1,9887,0.9986868686868687,9,0.09,boxcox
0.9912,0.21428571428571425,0.0,88,0.88,0,0.0,0.34641016151377546,0.3448807493577063,Normal,100,10,100,10,0.9911894273127754,250,1.0,-4.70701078118331,2,0.088009625149272,1,9900,1.0,12,0.12,blom
0.9908080808080808,0.16513761467889906,0.0,91,0.91,0,0.0,0.3,0.29861676865556797,Normal,100,10,100,10,0.9907997169143666,250,1.0,-4.903274798112498,3,0.09919925712572467,1,9800,1.0,9,0.09,log
0.9908080808080808,0.16513761467889906,0.0,91,0.91,0,0.0,0.3,0.29861676865556797,Normal,100,10,100,10,0.9907997169143666,250,1.0,-5.671034953579242,3,0.11210078037810375,1,9800,1.0,9,0.09,boxcox
0.9905050505050506,0.11320754716981131,0.0,94,0.94,0,0.0,0.2449489742783178,0.24378260305040292,Normal,100,10,100,10,0.9904992925005054,250,1.0,-7.694245444154223,3,0.1460990244947732,1,9800,1.0,6,0.06,blom
,,,0,,0,,,,Normal,100,1,100,1,,125,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,1,,125,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,1,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,1,,125,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,1,,125,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,1,,125,,,2,,1,0,,0,,blom
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,125,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,log
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,125,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,boxcox
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,125,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,blom
,,,0,,0,,,,Normal,100,1,100,5,,125,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,125,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,5,,125,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,125,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,125,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,5,,125,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,125,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,125,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,125,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,125,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,125,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,125,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,125,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,125,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,125,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,125,,,3,,1,0,,0,,blom
0.99989898989899,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943819985086155,Normal,100,5,100,1,0.9998989490703315,125,1.0,0.5530875258381214,1,0.10088986856714756,1,9895,1.0,4,0.8,log
0.99989898989899,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943819985086155,Normal,100,5,100,1,0.9998989490703315,125,1.0,0.5537722079297445,1,0.10073530253861215,1,9895,1.0,4,0.8,boxcox
0.9996969696969698,0.6666666666666665,0.25,2,0.4,1,0.0001010611419909045,0.6708203932499369,0.6706735147987799,Normal,100,5,100,1,0.9997978981406629,125,0.75,0.47585904913509325,1,0.11832408961640674,1,9894,0.9998989388580091,3,0.6,blom
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,5,100,1,1.0,125,1.0,0.8744987430695048,2,0.02910548093726967,1,9995,1.0,5,1.0,log
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,5,100,1,1.0,125,1.0,0.922156396342722,2,0.018053010605224882,1,9995,1.0,5,1.0,boxcox
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,5,100,1,1.0,125,1.0,0.7994547413574007,2,0.04650922504875476,1,9995,1.0,5,1.0,blom
0.9997,0.5714285714285715,0.0,3,0.6,0,0.0,0.6324555320336759,0.6323606376073696,Normal,100,5,100,1,0.9996999399879976,125,1.0,0.5380264069883047,3,0.14872696805159688,1,9995,1.0,2,0.4,log
0.9993,0.3636363636363636,0.6666666666666666,3,0.6,4,0.00040020010005002504,0.3651483716701107,0.3648012902785113,Normal,100,5,100,1,0.9996998198919351,125,0.3333333333333333,0.5573851501100684,3,0.1424946482537925,1,9991,0.99959979989995,2,0.4,boxcox
,,,0,,0,,,,Normal,100,5,100,1,,125,,,3,,1,0,,0,,blom
0.9977,0.14814814814814814,0.0,23,0.92,0,0.0,0.282842712474619,0.2825171909683348,Normal,100,5,100,5,0.9976995399079815,125,1.0,-3.98023148632031,1,0.35121038713845837,1,9975,1.0,2,0.08,log
0.9977,0.14814814814814814,0.0,23,0.92,0,0.0,0.282842712474619,0.2825171909683348,Normal,100,5,100,5,0.9976995399079815,125,1.0,-3.987167224843879,1,0.351699501634169,1,9975,1.0,2,0.08,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,5,,125,,,2,,1,0,,0,,log
0.9975757575757576,0.14285714285714285,0.3333333333333333,23,0.92,1,0.00010126582278481013,0.2309401076758503,0.2303912828134831,Normal,100,5,100,5,0.9976760634535717,125,0.6666666666666666,-4.258164135286241,2,0.2774782481786969,1,9874,0.9998987341772152,2,0.08,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,125,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,5,,125,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,5,,125,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,125,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,125,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,125,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,125,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,125,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,125,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,125,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,125,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,125,,,3,,1,0,,0,,blom
0.9995,0.6666666666666666,0.0,5,0.5,0,0.0,0.7071067811865476,0.7069298939339521,Normal,100,10,100,1,0.9994997498749375,125,1.0,0.0981679581937468,1,0.14082574996639952,1,9990,1.0,5,0.5,log
0.9996,0.7499999999999999,0.0,4,0.4,0,0.0,0.7745966692414834,0.7744416413865851,Normal,100,10,100,1,0.9995997598559135,125,1.0,0.25938535343171054,1,0.11565081767352668,1,9990,1.0,6,0.6,boxcox
0.9995,0.6666666666666666,0.0,5,0.5,0,0.0,0.7071067811865476,0.7069298939339521,Normal,100,10,100,1,0.9994997498749375,125,1.0,0.035696968521108374,1,0.15058091896014275,1,9990,1.0,5,0.5,blom
0.9995,0.6666666666666666,0.0,5,0.5,0,0.0,0.7071067811865476,0.7069298939339521,Normal,100,10,100,1,0.9994997498749375,125,1.0,0.036157146394018125,2,0.13025172671798674,1,9990,1.0,5,0.5,log
0.9994,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322656909571993,Normal,100,10,100,1,0.9993997599039616,125,1.0,-0.6689779278468708,2,0.22554222002369084,1,9990,1.0,4,0.4,boxcox
0.9994,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322656909571993,Normal,100,10,100,1,0.9993997599039616,125,1.0,-0.25043089112322114,2,0.1689806404653718,1,9990,1.0,4,0.4,blom
0.9994,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322656909571993,Normal,100,10,100,1,0.9993997599039616,125,1.0,0.12977592788528403,3,0.14008187408891307,1,9990,1.0,4,0.4,log
0.9994,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322656909571993,Normal,100,10,100,1,0.9993997599039616,125,1.0,0.14165030597687833,3,0.1381704294506733,1,9990,1.0,4,0.4,boxcox
0.9991,0.47058823529411764,0.42857142857142855,6,0.6,3,0.0003003003003003003,0.47809144373375745,0.47766080076613016,Normal,100,10,100,1,0.9993995797057941,125,0.5714285714285714,0.24549525192289523,3,0.12145428115172999,1,9987,0.9996996996996997,4,0.4,blom
0.9962626262626263,0.3018867924528302,0.0,37,0.8222222222222222,0,0.0,0.4216370213557839,0.4208477378329872,Normal,100,10,100,5,0.996259603720178,125,1.0,-1.4468732021104938,1,0.07768588885218704,1,9855,1.0,8,0.17777777777777778,log
0.9963636363636363,0.4,0.2,33,0.7333333333333333,3,0.00030441400304414006,0.46188021535170065,0.46065234249928505,Normal,100,10,100,5,0.9966616084977238,125,0.8,-0.46124367113781317,1,0.046393091936297134,1,9852,0.9996955859969558,12,0.26666666666666666,boxcox
0.9962626262626263,0.3018867924528302,0.0,37,0.8222222222222222,0,0.0,0.4216370213557839,0.4208477378329872,Normal,100,10,100,5,0.996259603720178,125,1.0,-1.5606697220837793,1,0.08129881975305484,1,9855,1.0,8,0.17777777777777778,blom
0.9958585858585859,0.3050847457627119,0.0,41,0.82,0,0.0,0.4242640687119285,0.42338382958251525,Normal,100,10,100,5,0.9958548175108685,125,1.0,-1.6412249428531038,2,0.07870387981921151,1,9850,1.0,9,0.18,log
0.9954545454545455,0.23728813559322035,0.2222222222222222,43,0.86,2,0.0002030456852791878,0.3299831645537222,0.3288209437874357,Normal,100,10,100,5,0.9956526134870084,125,0.7777777777777778,-1.8571274182293087,2,0.08513739564703177,1,9848,0.9997969543147208,7,0.14,boxcox
0.9954545454545455,0.21052631578947367,0.14285714285714285,44,0.88,1,0.0001015228426395939,0.32071349029490925,0.31974499856150657,Normal,100,10,100,5,0.9955524107955119,125,0.8571428571428571,-2.5436965394357207,2,0.10559595361621432,1,9849,0.9998984771573604,6,0.12,blom
0.9958,0.2758620689655173,0.0,42,0.84,0,0.0,0.4,0.3991584421875299,Normal,100,10,100,5,0.9957966373098479,125,1.0,-3.521660248451358,3,0.13776544345626995,1,9950,1.0,8,0.16,log
0.9951,0.14035087719298248,0.42857142857142855,46,0.92,3,0.00030150753768844223,0.2138089935299395,0.2125444090502285,Normal,100,10,100,5,0.9953967777444211,125,0.5714285714285714,-3.0547788617274287,3,0.1235405530953611,1,9947,0.9996984924623116,4,0.08,boxcox
0.9952,0.14285714285714285,0.3333333333333333,46,0.92,2,0.00020100502512562814,0.2309401076758503,0.22985220083547725,Normal,100,10,100,5,0.9953972383430058,125,0.6666666666666666,-3.6452592935334636,3,0.14153124546723253,1,9948,0.9997989949748743,4,0.08,blom
0.9903,0.058252427184466014,0.0,97,0.97,0,0.0,0.17320508075688773,0.17236273574587443,Normal,100,10,100,10,0.990297089126738,125,1.0,-19.11725166814262,1,0.3078178188772362,1,9900,1.0,3,0.03,log
,,,0,,0,,,,Normal,100,10,100,10,,125,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,125,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,10,,125,,,2,,1,0,,0,,log
0.9902,0.0392156862745098,0.0,98,0.98,0,0.0,0.1414213562373095,0.1407265461530213,Normal,100,10,100,10,0.9901980396079216,125,1.0,-28.456787523488227,2,0.46337184146880533,1,9900,1.0,2,0.02,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,125,,,2,,1,0,,0,,blom
0.9906,0.11320754716981131,0.0,94,0.94,0,0.0,0.2449489742783178,0.2437943014035359,Normal,100,10,100,10,0.9905943566139683,125,1.0,-8.615368200028655,3,0.14212926965548983,1,9900,1.0,6,0.06,log
0.9904,0.07692307692307693,0.0,96,0.96,0,0.0,0.2,0.19903729886263885,Normal,100,10,100,10,0.9903961584633854,125,1.0,-15.808635607385327,3,0.24845633085333307,1,9900,1.0,4,0.04,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,125,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,1,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,1,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,1,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,1,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,1,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,1,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,1,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,1,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,1,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,5,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,5,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,5,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,1,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,1,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,1,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,1,,65,,,2,,1,0,,0,,log
0.9995918367346939,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712230878835174,Normal,100,5,100,1,0.9995917950811307,65,1.0,0.5587680656341786,2,0.18856372283571832,1,9795,1.0,1,0.2,boxcox
,,,0,,0,,,,Normal,100,5,100,1,,65,,,2,,1,0,,0,,blom
0.9999,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943824506256789,Normal,100,5,100,1,0.9998999599839936,65,1.0,0.8608074488126852,3,0.03388743548796151,1,9995,1.0,4,0.8,log
0.9999,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943824506256789,Normal,100,5,100,1,0.9998999599839936,65,1.0,0.8390476394669949,3,0.039185018793551685,1,9995,1.0,4,0.8,boxcox
0.9997,0.6666666666666665,0.25,2,0.4,1,0.00010005002501250626,0.6708203932499369,0.6706749842360644,Normal,100,5,100,1,0.9997999199679872,65,0.75,0.42667326357838675,3,0.1395805495932425,1,9994,0.9998999499749875,3,0.6,blom
,,,0,,0,,,,Normal,100,5,100,5,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,5,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,5,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,5,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,5,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,5,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,5,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,5,100,10,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,5,100,10,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,5,100,10,,65,,,3,,1,0,,0,,blom
0.9993939393939394,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322637723045623,Normal,100,10,100,1,0.9993936944219887,65,1.0,-0.6082714876370992,1,0.22888370953630843,1,9890,1.0,4,0.4,log
0.9993939393939394,0.625,0.16666666666666666,5,0.5,1,0.00010111223458038423,0.6454972243679028,0.6452362196730687,Normal,100,10,100,1,0.999494643218112,65,0.8333333333333334,0.006304569980971508,1,0.14141934239361062,1,9889,0.9998988877654196,5,0.5,boxcox
0.9993939393939394,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322637723045623,Normal,100,10,100,1,0.9993936944219887,65,1.0,-0.9168539015362163,1,0.27280010557630074,1,9890,1.0,4,0.4,blom
0.9993877551020408,0.5,0.0,6,0.6666666666666666,0,0.0,0.5773502691896257,0.5771734481138062,Normal,100,10,100,1,0.9993875676227416,65,1.0,0.09577867436174592,2,0.16191655398409407,1,9791,1.0,3,0.3333333333333333,log
0.9991836734693877,0.42857142857142855,0.4,6,0.6666666666666666,2,0.0002042692268409764,0.4472135954999579,0.446848271543531,Normal,100,10,100,1,0.9993874425727411,65,0.6,0.2246681139705773,2,0.13883665826091796,1,9789,0.999795730773159,3,0.3333333333333333,boxcox
,,,0,,0,,,,Normal,100,10,100,1,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,1,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,1,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,1,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,5,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,5,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,5,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,5,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,5,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,5,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,5,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,5,,65,,,3,,1,0,,0,,boxcox
0.9953,0.14545454545454545,0.2,46,0.92,1,0.00010050251256281407,0.25298221281347033,0.25209497504062417,Normal,100,10,100,5,0.9953976988494248,65,0.8,-3.8601981958688034,3,0.15685089326081939,1,9949,0.9998994974874372,4,0.08,blom
,,,0,,0,,,,Normal,100,10,100,10,,65,,,1,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,10,,65,,,1,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,65,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,10,,65,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,10,,65,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,65,,,2,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,10,100,10,,65,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,10,100,10,,65,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,10,100,10,,65,,,3,,1,0,,0,,blom
,,,0,,0,,,,NBinomial,100,1,100,1,,1000,,,1,,1,0,,0,,none
,,,0,,0,,,,NBinomial2,100,1,100,1,,1000,,,1,,1,0,,0,,none
,,,0,,0,,,,NBinomial3,100,1,100,1,,1000,,,1,,1,0,,0,,none
,,,0,,0,,,,NBinomial4,100,1,100,1,,1000,,,1,,1,0,,0,,none
0.9996,,1.0,1,1.0,3,0.00030003000300030005,0.0,-0.00017323972956917347,Poisson,100,1,100,1,0.9998999699909973,1000,0.0,-0.39896036929803613,1,1.3988204732611067,1,9996,0.9996999699969997,0,0.0,none
,,,0,,0,,,,Binomial,100,1,100,1,,1000,,,1,,1,0,,0,,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial2,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial3,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial4,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Poisson,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Binomial,100,1,100,1,1.0,1000,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial,100,1,100,1,1.0,1000,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial2,100,1,100,1,1.0,1000,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,none
0.9999,0.6666666666666666,0.5,0,0.0,1,0.00010001000100010001,0.7071067811865476,0.7070714214274962,NBinomial3,100,1,100,1,1.0,1000,0.5,0.9999560931726826,3,4.3902436634641204e-05,1,9998,0.9998999899989999,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,NBinomial4,100,1,100,1,1.0,1000,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Poisson,100,1,100,1,1.0,1000,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,none
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Binomial,100,1,100,1,1.0,1000,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,none
0.9996,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712413488784064,NBinomial,100,1,100,5,0.9995999599959996,1000,1.0,0.33124163116201966,1,0.2663400186380543,1,9995,1.0,1,0.2,none
0.9996,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712413488784064,NBinomial2,100,1,100,5,0.9995999599959996,1000,1.0,0.33124163116201966,1,0.2663400186380543,1,9995,1.0,1,0.2,none
0.9997,0.5714285714285715,0.0,3,0.6,0,0.0,0.6324555320336759,0.6323606376073696,NBinomial3,100,1,100,5,0.9996999399879976,1000,1.0,0.7755604646139312,1,0.08938539362387252,1,9995,1.0,2,0.4,none
0.9997,0.5714285714285715,0.0,3,0.6,0,0.0,0.6324555320336759,0.6323606376073696,NBinomial4,100,1,100,5,0.9996999399879976,1000,1.0,0.8397893522079306,1,0.06380556701383466,1,9995,1.0,2,0.4,none
0.9996,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712413488784064,Poisson,100,1,100,5,0.9995999599959996,1000,1.0,0.33124163116201966,1,0.2663400186380543,1,9995,1.0,1,0.2,none
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,Binomial,100,1,100,5,0.9997999399819946,1000,1.0,0.9736990958606647,1,0.010474610300339051,1,9995,1.0,3,0.6,none
0.9997,0.5714285714285715,0.0,3,0.6,0,0.0,0.6324555320336759,0.6323606376073696,NBinomial,100,1,100,5,0.9996999399879976,1000,1.0,0.6825674203061352,2,0.0917776244340027,1,9995,1.0,2,0.4,none
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,NBinomial2,100,1,100,5,0.9997999399819946,1000,1.0,0.9374678455393006,2,0.018079595335418683,1,9995,1.0,3,0.6,none
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,NBinomial3,100,1,100,5,0.9997999399819946,1000,1.0,0.9329221808174344,2,0.019393859643287364,1,9995,1.0,3,0.6,none
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,NBinomial4,100,1,100,5,0.9997999399819946,1000,1.0,0.9124336129372328,2,0.025317612302554977,1,9995,1.0,3,0.6,none
0.9996,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712413488784064,Poisson,100,1,100,5,0.9995999599959996,1000,1.0,-0.7078429254695149,2,0.49377970829954787,1,9995,1.0,1,0.2,none
