ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,R2,REP,RSS,S2,TN,TNR,TP,TPR,TRANS
0.9916,0.5058823529411766,0.38571428571428573,57,0.57,27,0.0027272727272727275,0.5139483020137893,0.5099165711778127,Normal,100,10,100,10,0.9942598187311178,1000,0.6142857142857143,0.5039682386353315,3,0.0074880786428873965,1,9873,0.9972727272727273,43,0.43,boxcox
0.9919,0.4635761589403974,0.3137254901960784,65,0.65,16,0.0016161616161616162,0.4900980294098034,0.4866321452959093,Normal,100,10,100,10,0.9934666800683486,1000,0.6862745098039216,0.23493670642840547,3,0.011549369526841359,1,9884,0.9983838383838384,35,0.35,blom
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,1,0.0,1,9999,1.0,1,1.0,log
0.9993,0.2222222222222222,0.875,0,0.0,7,0.0007000700070007,0.3535533905932738,0.3534296128638981,Normal,100,1,100,1,1.0,500,0.125,0.6300160745096588,1,0.36994692709779226,1,9992,0.9992999299929993,1,1.0,boxcox
0.9998,0.5,0.6666666666666666,0,0.0,2,0.00020002000200020003,0.5773502691896257,0.5772925255010091,Normal,100,1,100,1,1.0,500,0.3333333333333333,0.8643747586961015,1,0.1356116787797682,1,9997,0.9997999799979999,1,1.0,blom
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,log
0.9993,0.2222222222222222,0.875,0,0.0,7,0.0007000700070007,0.3535533905932738,0.3534296128638981,Normal,100,1,100,1,1.0,500,0.125,0.49291027385219544,2,0.5070390171751902,1,9992,0.9992999299929993,1,1.0,boxcox
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,2,0.0,1,9999,1.0,1,1.0,blom
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,log
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,boxcox
1.0,1.0,0.0,0,0.0,0,0.0,1.0,1.0,Normal,100,1,100,1,1.0,500,1.0,1.0,3,0.0,1,9999,1.0,1,1.0,blom
0.9997,0.6666666666666665,0.25,2,0.4,1,0.00010005002501250626,0.6708203932499369,0.6706749842360644,Normal,100,1,100,5,0.9997999199679872,500,0.75,0.8760720694201625,1,0.03559645731261818,1,9994,0.9998999499749875,3,0.6,log
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,Normal,100,1,100,5,0.9997999399819946,500,1.0,0.8550653525073144,1,0.04163032472545876,1,9995,1.0,3,0.6,boxcox
0.9996,0.6,0.4,2,0.4,2,0.00020010005002501252,0.6,0.599799899949975,Normal,100,1,100,5,0.999799899949975,500,0.6,0.8324054880084939,1,0.04813903422757003,1,9993,0.999799899949975,3,0.6,blom
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,Normal,100,1,100,5,0.9997999399819946,500,1.0,0.5932468950678181,2,0.10566918438480907,1,9995,1.0,3,0.6,log
0.9996,0.33333333333333337,0.0,4,0.8,0,0.0,0.4472135954999579,0.44712413488784064,Normal,100,1,100,5,0.9995999599959996,500,1.0,-0.6711568591342629,2,0.4341448907027759,1,9995,1.0,1,0.2,boxcox
0.9993,0.22222222222222224,0.75,4,0.8,3,0.00030015007503751874,0.22360679774997896,0.2232600514568353,Normal,100,1,100,5,0.9995998399359743,500,0.25,0.2842350268118998,2,0.1859464623892959,1,9992,0.9996998499249625,1,0.2,blom
,,,0,,0,,,,Normal,100,1,100,5,,500,,,3,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,5,,500,,,3,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,5,,500,,,3,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,500,,,1,,1,0,,0,,log
0.9991,0.18181818181818182,0.0,9,0.9,0,0.0,0.31622776601683794,0.31608541725157124,Normal,100,1,100,10,0.9990999099909991,500,1.0,-5.4536537037252835,1,0.732238172028247,1,9990,1.0,1,0.1,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,500,,,1,,1,0,,0,,blom
,,,0,,0,,,,Normal,100,1,100,10,,500,,,2,,1,0,,0,,log
,,,0,,0,,,,Normal,100,1,100,10,,500,,,2,,1,0,,0,,boxcox
,,,0,,0,,,,Normal,100,1,100,10,,500,,,2,,1,0,,0,,blom
0.9995,0.6666666666666666,0.0,5,0.5,0,0.0,0.7071067811865476,0.7069298939339521,Normal,100,1,100,10,0.9994997498749375,500,1.0,0.46212233369413014,3,0.059246654043794,1,9990,1.0,5,0.5,log
0.9995,0.6666666666666666,0.0,5,0.5,0,0.0,0.7071067811865476,0.7069298939339521,Normal,100,1,100,10,0.9994997498749375,500,1.0,-0.4242610382885865,3,0.15688084166624164,1,9990,1.0,5,0.5,boxcox
0.9994,0.5714285714285715,0.0,6,0.6,0,0.0,0.6324555320336759,0.6322656909571993,Normal,100,1,100,10,0.9993997599039616,500,1.0,0.0780353510278351,3,0.1015534275171033,1,9990,1.0,4,0.4,blom
0.9999,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943824506256789,Normal,100,5,100,1,0.9998999599839936,500,1.0,0.8676956464087004,1,0.03878073554454671,1,9995,1.0,4,0.8,log
0.9977,0.25806451612903225,0.8461538461538461,1,0.2,22,0.0022011005502751376,0.35082320772281167,0.35022607607752143,Normal,100,5,100,1,0.9998997393222379,500,0.15384615384615385,0.4009401200008098,1,0.17559499858456837,1,9973,0.9977988994497249,4,0.8,boxcox
0.9997,0.6666666666666665,0.25,2,0.4,1,0.00010005002501250626,0.6708203932499369,0.6706749842360644,Normal,100,5,100,1,0.9997999199679872,500,0.75,0.7754835113359825,1,0.06580973593027746,1,9994,0.9998999499749875,3,0.6,blom
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,Normal,100,5,100,1,0.9997999399819946,500,1.0,0.6135086657424762,2,0.15187612310940937,1,9995,1.0,3,0.6,log
0.9998,0.7499999999999999,0.0,2,0.4,0,0.0,0.7745966692414834,0.7745191824539899,Normal,100,5,100,1,0.9997999399819946,500,1.0,0.6989867761157312,2,0.11828653684055385,1,9995,1.0,3,0.6,boxcox
0.9991,0.4,0.7,2,0.4,7,0.0007003501750875437,0.4242640687119285,0.42387488134778506,Normal,100,5,100,1,0.9997997997997998,500,0.3,0.47788775682902185,2,0.20516988685684018,1,9988,0.9992996498249125,3,0.6,blom
0.9999,0.888888888888889,0.0,1,0.2,0,0.0,0.8944271909999159,0.8943824506256789,Normal,100,5,100,1,0.9998999599839936,500,1.0,0.28978990687042816,3,0.2038194798869648,1,9995,1.0,4,0.8,log
0.9996,0.6666666666666666,0.42857142857142855,1,0.2,3,0.00030015007503751874,0.6761234037828132,0.6759373616031811,Normal,100,5,100,1,0.9998999299509657,500,0.5714285714285714,0.36036007661402236,3,0.18356691598817207,1,9992,0.9996998499249625,4,0.8,boxcox
0.9989,0.4210526315789473,0.7142857142857143,1,0.2,10,0.0010005002501250625,0.47809144373375745,0.47770865534379714,Normal,100,5,100,1,0.9998998598037252,500,0.2857142857142857,0.3254776768001121,3,0.193577633459042,1,9985,0.9989994997498749,4,0.8,blom
0.999,0.7499999999999999,0.0,10,0.4,0,0.0,0.7745966692414834,0.7742086919222567,Normal,100,5,100,5,0.99899849774662,500,1.0,0.7171897721014205,1,0.016331969008464932,1,9975,1.0,15,0.6,log
0.9986,0.6956521739130435,0.23809523809523808,9,0.36,5,0.0005012531328320802,0.6982972487551756,0.6976104789937572,Normal,100,5,100,5,0.9990981060226476,500,0.7619047619047619,0.7600617509464511,1,0.013856160990376908,1,9970,0.9994987468671679,16,0.64,boxcox
0.9988,0.7272727272727272,0.15789473684210525,9,0.36,3,0.0003007518796992481,0.7341303483857976,0.7335647745011284,Normal,100,5,100,5,0.9990982867448152,500,0.8421052631578947,0.6449418454429714,1,0.020504204602203036,1,9972,0.9996992481203008,16,0.64,blom
