MODEL	TRANS	REP	R2	X2	X2p	X2c
Binomial	none	70	1.0	246.941893487	225.932061987	0.548700032477
Binomial	none	71	1.0	154.964550403	197.226770735	0.558585412288
Binomial	none	72	1.0	224.627597927	250.715948625	0.56165837246
Binomial	none	73	1.0	2060.32509599	294.337359536	0.549599732202
Binomial	none	74	1.0	167.95589046	197.373729257	0.551487831887
Binomial	none	75	1.0	1335.90621738	274.577030285	0.55644883741
Binomial	none	76	1.0	146.923209298	189.398280314	0.56646841697
Binomial	none	77	1.0	794.144457629	305.678434583	0.56841654358
Binomial	none	78	1.0	699.863030189	208.404521255	0.570491032345
Binomial	none	79	1.0	114.305749762	191.762459741	0.550741956739
Binomial	none	8	1.0	140.74500248	226.63847865	0.561120324603
Binomial	none	80	1.0	172.316734427	197.991220585	0.552044892886
Binomial	none	81	1.0	214.78906138	200.213827348	0.562808084321
Binomial	none	82	1.0	492.114893216	303.957373115	0.552689619941
Binomial	none	83	1.0	105.218286025	199.577284	0.543457776589
Binomial	none	84	1.0	103.399946417	192.510393022	0.553045648663
Binomial	none	85	1.0	133.613573498	173.232846213	0.543163853797
Binomial	none	86	1.0	641.199445872	240.230288992	0.571581857628
Binomial	none	87	1.0	180.487617628	247.385720626	0.564388546922
Binomial	none	88	1.0	129.151000028	200.786998531	0.56074648551
Binomial	none	89	1.0	1209.08886329	220.175438131	0.560145117046
Binomial	none	9	1.0	202.512569163	225.698366632	0.554531989826
Binomial	none	90	1.0	205.509255163	203.536665696	0.56941183908
Binomial	none	91	1.0	123.321327858	194.839271932	0.542342806503
Binomial	none	92	1.0	167.075280185	189.10066218	0.563791752383
Binomial	none	93	1.0	7697.68324447	325.448247384	0.568366797547
Binomial	none	94	1.0	142.014031607	207.330321706	0.563578913645
Binomial	none	95	1.0	126.619170995	204.839616593	0.555722266399
Binomial	none	96	1.0	142.108354217	204.047656026	0.558520241835
Binomial	none	97	1.0	132.605726593	211.744398304	0.545272116079
Binomial	none	98	1.0	192.416293105	210.582195446	0.553829406635
Binomial	none	99	1.0	127.090483619	230.075031724	0.557143219461
NBinomial	none	1	1.0	111.434568343	1.51176117253	0.551801664057
NBinomial	none	10	1.0	109.220574943	1.51179850396	0.561940832893
NBinomial	none	100	1.0	493.384102344	6.46075499466	0.556701525893
NBinomial	none	11	1.0	117.132373212	1.6774631511	0.562761680518
NBinomial	none	12	1.0	116.361091199	1.59546896572	0.569832179305
NBinomial	none	13	1.0	79.9169988689	1.47280267263	0.570871439266
NBinomial	none	14	1.0	275.041406249	3.46426949328	0.573265850075
NBinomial	none	15	1.0	120.63089856	1.50769072096	0.557667941612
NBinomial	none	16	1.0	159.497656633	2.06395303382	0.572323601828
NBinomial	none	17	1.0	137.317530306	1.53292905268	0.553473958913
NBinomial	none	18	1.0	116.935775538	1.64421856679	0.562959357384
NBinomial	none	19	1.0	65.2781372844	1.69664068005	0.560440670462
NBinomial	none	2	0.0	121.42261259	1.70995041807	0.570342683466
NBinomial	none	20	1.0	341.868190537	5.40021038692	0.568672398237
NBinomial	none	21	0.999999999431	126.056241116	1.65750439784	0.560178551552
NBinomial	none	22	1.0	92.3506671397	1.58150011918	0.569279132706
NBinomial	none	23	1.0	108.203066589	1.47073549262	0.561726844597
NBinomial	none	24	1.0	857.157202934	9.26645390949	0.579294091512
NBinomial	none	25	1.0	751.361665883	8.77681375927	0.562889873979
NBinomial	none	26	1.0	456.467155364	8.72945205342	0.563215659021
