ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,REP,RSS,SIZE,TN,TNR,TP,TPR,TRANS
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,2,231.53630259759254,2.0,9976,1.0,1,0.041666666666666664,blom
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,3,23.340731932709748,2.0,9976,1.0,3,0.125,log
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,3,112.7314689127031,2.0,9976,1.0,1,0.041666666666666664,boxcox
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,3,23.650353352808928,2.0,9976,1.0,2,0.08333333333333333,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,2.0,0,,0,,log
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,4,113.34335530501701,2.0,9976,1.0,1,0.041666666666666664,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,5,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,5,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,5,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,6,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,6,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,6,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,7,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,7,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,7,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,8,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,8,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,8,,2.0,0,,0,,blom
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,9,373.3710267266393,2.0,9976,1.0,1,0.041666666666666664,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,9,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,9,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,10,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,10,,2.0,0,,0,,boxcox
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,10,197.80319320875205,2.0,9976,1.0,1,0.041666666666666664,blom
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,1,7.023244339311335,3.0,9976,1.0,4,0.16666666666666666,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,1,19.88266602873054,3.0,9976,1.0,2,0.08333333333333333,boxcox
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,1,7.607231744549935,3.0,9976,1.0,4,0.16666666666666666,blom
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,2,13.04088742332165,3.0,9976,1.0,5,0.20833333333333334,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,2,40.641936487629295,3.0,9976,1.0,2,0.08333333333333333,boxcox
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,2,10.472817271823134,3.0,9976,1.0,4,0.16666666666666666,blom
0.9982,0.4,0.0,18,0.75,0,0.0,0.5,0.49954952691189963,Normal,100,2,100,2,0.998198919351611,1000,1.0,3,3.656952916511513,3.0,9976,1.0,6,0.25,log
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,3,18.023880447519755,3.0,9976,1.0,3,0.125,boxcox
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,3,6.494446013323236,3.0,9976,1.0,5,0.20833333333333334,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,3.0,0,,0,,log
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,3.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,3.0,0,,0,,blom
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,5,7.450020457427139,3.0,9976,1.0,5,0.20833333333333334,log
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,5,12.65603319113945,3.0,9976,1.0,4,0.16666666666666666,boxcox
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,5,13.704205882337517,3.0,9976,1.0,4,0.16666666666666666,blom
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,6,22.869572057423746,3.0,9976,1.0,2,0.08333333333333333,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,6,20.275780775178994,3.0,9976,1.0,2,0.08333333333333333,boxcox
0.9976,0.07692307692307693,0.5,23,0.9583333333333334,1,0.00010024057738572574,0.14433756729740643,0.1438318154660305,Normal,100,2,100,2,0.9976995399079815,1000,0.5,6,46.081083175327386,3.0,9975,0.9998997594226142,1,0.041666666666666664,blom
0.9985,0.5454545454545454,0.0,15,0.625,0,0.0,0.6123724356957945,0.6119125699754537,Normal,100,2,100,2,0.9984986487839055,1000,1.0,7,0.7130375015733024,3.0,9976,1.0,9,0.375,log
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,7,19.17244981884743,3.0,9976,1.0,3,0.125,boxcox
0.9982,0.43750000000000006,0.125,17,0.7083333333333334,1,0.00010024057738572574,0.5051814855409226,0.5046033720219786,Normal,100,2,100,2,0.9982986389111289,1000,0.875,7,0.7296569036558321,3.0,9975,0.9998997594226142,7,0.2916666666666667,blom
0.9983,0.45161290322580644,0.0,17,0.7083333333333334,0,0.0,0.5400617248673217,0.5396021553022852,Normal,100,2,100,2,0.9982988091664164,1000,1.0,8,2.2130828603548096,3.0,9976,1.0,7,0.2916666666666667,log
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,8,12.409110924933627,3.0,9976,1.0,4,0.16666666666666666,boxcox
0.9982,0.4,0.0,18,0.75,0,0.0,0.5,0.49954952691189963,Normal,100,2,100,2,0.998198919351611,1000,1.0,8,2.1955025321806274,3.0,9976,1.0,6,0.25,blom
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,9,9.937641338140669,3.0,9976,1.0,4,0.16666666666666666,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,9,32.59294362998456,3.0,9976,1.0,2,0.08333333333333333,boxcox
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,9,6.097099823358792,3.0,9976,1.0,5,0.20833333333333334,blom
0.9982,0.43750000000000006,0.125,17,0.7083333333333334,1,0.00010024057738572574,0.5051814855409226,0.5046033720219786,Normal,100,2,100,2,0.9982986389111289,1000,0.875,10,2.0006227850918035,3.0,9975,0.9998997594226142,7,0.2916666666666667,log
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,10,20.83572336400776,3.0,9976,1.0,3,0.125,boxcox
0.9982,0.4,0.0,18,0.75,0,0.0,0.5,0.49954952691189963,Normal,100,2,100,2,0.998198919351611,1000,1.0,10,2.9907123144506627,3.0,9976,1.0,6,0.25,blom
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,1,22.49236053813047,5.0,9976,1.0,3,0.125,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,1,45.54718170504919,5.0,9976,1.0,2,0.08333333333333333,boxcox
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,1,22.29899976215134,5.0,9976,1.0,3,0.125,blom
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,2,8.605040854302544,5.0,9976,1.0,4,0.16666666666666666,log
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,2,23.373891198111536,5.0,9976,1.0,3,0.125,boxcox
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,2,41.10659923731748,5.0,9976,1.0,2,0.08333333333333333,blom
0.9979,0.2222222222222222,0.0,21,0.875,0,0.0,0.3535533905932738,0.35318185291202026,Normal,100,2,100,2,0.9978993698109433,1000,1.0,3,19.334829371544433,5.0,9976,1.0,3,0.125,log
0.9977,0.07999999999999999,0.0,23,0.9583333333333334,0,0.0,0.2041241452319315,0.2038892438287061,Normal,100,2,100,2,0.9976997699769977,1000,1.0,3,153.8538123679885,5.0,9976,1.0,1,0.041666666666666664,boxcox
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,3,6.247564244664891,5.0,9976,1.0,4,0.16666666666666666,blom
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,4,353.5847152506507,5.0,9976,1.0,2,0.08333333333333333,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,4,470.4915294213514,5.0,9976,1.0,2,0.08333333333333333,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,4,,5.0,0,,0,,blom
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,5,46.408062799180755,5.0,9976,1.0,2,0.08333333333333333,log
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,5,42.797077522190506,5.0,9976,1.0,2,0.08333333333333333,boxcox
0.9978,0.15384615384615385,0.0,22,0.9166666666666666,0,0.0,0.28867513459481287,0.28835735351469455,Normal,100,2,100,2,0.9977995599119824,1000,1.0,5,43.97778654449506,5.0,9976,1.0,2,0.08333333333333333,blom
0.9983,0.45161290322580644,0.0,17,0.7083333333333334,0,0.0,0.5400617248673217,0.5396021553022852,Normal,100,2,100,2,0.9982988091664164,1000,1.0,6,2.950451424844297,5.0,9976,1.0,7,0.2916666666666667,log
0.9981,0.42424242424242425,0.2222222222222222,17,0.7083333333333334,2,0.00020048115477145148,0.4762896722078402,0.47560486036673644,Normal,100,2,100,2,0.9982984686217596,1000,0.7777777777777778,6,1.5895493210363842,5.0,9974,0.9997995188452286,7,0.2916666666666667,boxcox
0.9983,0.45161290322580644,0.0,17,0.7083333333333334,0,0.0,0.5400617248673217,0.5396021553022852,Normal,100,2,100,2,0.9982988091664164,1000,1.0,6,2.985964042351575,5.0,9976,1.0,7,0.2916666666666667,blom
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,7,6.264422969556884,5.0,9976,1.0,5,0.20833333333333334,log
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,7,6.796108213414885,5.0,9976,1.0,5,0.20833333333333334,boxcox
0.9985,0.5454545454545454,0.0,15,0.625,0,0.0,0.6123724356957945,0.6119125699754537,Normal,100,2,100,2,0.9984986487839055,1000,1.0,7,1.5048636397512969,5.0,9976,1.0,9,0.375,blom
0.9984,0.5,0.0,16,0.6666666666666666,0,0.0,0.5773502691896257,0.5768878339779119,Normal,100,2,100,2,0.9983987189751802,1000,1.0,8,1.725869096699037,5.0,9976,1.0,8,0.3333333333333333,log
0.9983,0.45161290322580644,0.0,17,0.7083333333333334,0,0.0,0.5400617248673217,0.5396021553022852,Normal,100,2,100,2,0.9982988091664164,1000,1.0,8,1.2846081370033493,5.0,9976,1.0,7,0.2916666666666667,boxcox
0.9982,0.43750000000000006,0.125,17,0.7083333333333334,1,0.00010024057738572574,0.5051814855409226,0.5046033720219786,Normal,100,2,100,2,0.9982986389111289,1000,0.875,8,1.6535214274307288,5.0,9975,0.9998997594226142,7,0.2916666666666667,blom
,,,0,,0,,,,Normal,100,2,100,2,,1000,,9,,5.0,0,,0,,log
0.997,,1.0,24,1.0,6,0.0006014434643143544,0.0,-0.001201803192249959,Normal,100,2,100,2,0.9975985591354813,1000,0.0,9,,5.0,9970,0.9993985565356857,0,0.0,boxcox
,,,0,,0,,,,Normal,100,2,100,2,,1000,,9,,5.0,0,,0,,blom
0.9982,0.4,0.0,18,0.75,0,0.0,0.5,0.49954952691189963,Normal,100,2,100,2,0.998198919351611,1000,1.0,10,3.3786774272113864,5.0,9976,1.0,6,0.25,log
0.998,0.2857142857142857,0.0,20,0.8333333333333334,0,0.0,0.408248290463863,0.4078396743165693,Normal,100,2,100,2,0.9979991996798719,1000,1.0,10,9.682383521103821,5.0,9976,1.0,4,0.16666666666666666,boxcox
0.9981,0.3448275862068966,0.0,19,0.7916666666666666,0,0.0,0.45643546458763845,0.45600142761215723,Normal,100,2,100,2,0.9980990495247624,1000,1.0,10,4.741248769888579,5.0,9976,1.0,5,0.20833333333333334,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,1,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,1,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,1,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,2,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,2,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,2,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,3,,1.5,0,,0,,log
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,3,419.62037624048907,1.5,9972,1.0,1,0.03571428571428571,boxcox
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Normal,100,4,100,2,0.9973994798959792,1000,1.0,3,209.97159122633997,1.5,9972,1.0,2,0.07142857142857142,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,5,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,5,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,5,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,6,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,6,,1.5,0,,0,,boxcox
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,6,181.1280549464543,1.5,9972,1.0,1,0.03571428571428571,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,7,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,7,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,7,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,8,,1.5,0,,0,,log
0.9972,0.06666666666666667,0.5,27,0.9642857142857143,1,0.00010028078620136381,0.1336306209562122,0.13308202513986106,Normal,100,4,100,2,0.9972994598919784,1000,0.5,8,129.5125746476427,1.5,9971,0.9998997192137986,1,0.03571428571428571,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,8,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,9,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,9,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,9,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,10,,1.5,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,10,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,10,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,1,,2.0,0,,0,,log
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,1,199.51371882840854,2.0,9972,1.0,1,0.03571428571428571,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,1,,2.0,0,,0,,blom
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,2,365.4490378829243,2.0,9972,1.0,1,0.03571428571428571,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,2,,2.0,0,,0,,boxcox
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,2,365.4490378829243,2.0,9972,1.0,1,0.03571428571428571,blom
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,3,26.083635496449176,2.0,9972,1.0,3,0.10714285714285714,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,3,,2.0,0,,0,,boxcox
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,3,22.84755924181737,2.0,9972,1.0,3,0.10714285714285714,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,4,,2.0,0,,0,,blom
0.9974,0.1875,0.25,25,0.8928571428571429,1,0.00010028078620136381,0.2834733547569204,0.2828678467786498,Normal,100,4,100,2,0.9974989995998399,1000,0.75,5,32.49855232634519,2.0,9971,0.9998997192137986,3,0.10714285714285714,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,5,,2.0,0,,0,,boxcox
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,5,31.651937928228097,2.0,9972,1.0,3,0.10714285714285714,blom
0.9977,0.30303030303030304,0.0,23,0.8214285714285714,0,0.0,0.4225771273642583,0.42209064053333556,Normal,100,4,100,2,0.9976988494247123,1000,1.0,6,6.487120150521298,2.0,9972,1.0,5,0.17857142857142858,log
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,6,22.907054161358925,2.0,9972,1.0,3,0.10714285714285714,boxcox
0.9978,0.35294117647058826,0.0,22,0.7857142857142857,0,0.0,0.4629100498862757,0.4624002624213428,Normal,100,4,100,2,0.9977986792075245,1000,1.0,6,4.5412001025031214,2.0,9972,1.0,6,0.21428571428571427,blom
0.9972,0.06666666666666667,0.5,27,0.9642857142857143,1,0.00010028078620136381,0.1336306209562122,0.13308202513986106,Normal,100,4,100,2,0.9972994598919784,1000,0.5,7,133.46752731565897,2.0,9971,0.9998997192137986,1,0.03571428571428571,log
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,7,343.1499269175561,2.0,9972,1.0,1,0.03571428571428571,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,7,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,8,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,8,,2.0,0,,0,,boxcox
,,,0,,0,,,,Normal,100,4,100,2,,1000,,8,,2.0,0,,0,,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,9,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,9,,2.0,0,,0,,boxcox
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,9,206.06578049263524,2.0,9972,1.0,1,0.03571428571428571,blom
,,,0,,0,,,,Normal,100,4,100,2,,1000,,10,,2.0,0,,0,,log
,,,0,,0,,,,Normal,100,4,100,2,,1000,,10,,2.0,0,,0,,boxcox
0.9972,0.06666666666666667,0.5,27,0.9642857142857143,1,0.00010028078620136381,0.1336306209562122,0.13308202513986106,Normal,100,4,100,2,0.9972994598919784,1000,0.5,10,59.57616975403759,2.0,9971,0.9998997192137986,1,0.03571428571428571,blom
0.9982,0.5263157894736842,0.0,18,0.6428571428571429,0,0.0,0.5976143046671968,0.5970756706644113,Normal,100,4,100,2,0.9981981981981982,1000,1.0,1,1.594325929981803,3.0,9972,1.0,10,0.35714285714285715,log
0.9976,0.25,0.0,24,0.8571428571428571,0,0.0,0.3779644730092272,0.3775104614663672,Normal,100,4,100,2,0.9975990396158463,1000,1.0,1,13.535767935536084,3.0,9972,1.0,4,0.14285714285714285,boxcox
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Normal,100,4,100,2,0.9978985289702792,1000,1.0,1,2.798693772369648,3.0,9972,1.0,7,0.25,blom
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,2,20.5851440221239,3.0,9972,1.0,3,0.10714285714285714,log
0.9976,0.25,0.0,24,0.8571428571428571,0,0.0,0.3779644730092272,0.3775104614663672,Normal,100,4,100,2,0.9975990396158463,1000,1.0,2,11.645606799808998,3.0,9972,1.0,4,0.14285714285714285,boxcox
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,2,19.553094731771566,3.0,9972,1.0,3,0.10714285714285714,blom
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,3,67.78267990830021,3.0,9972,1.0,3,0.10714285714285714,log
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,3,77.87060342708948,3.0,9972,1.0,3,0.10714285714285714,boxcox
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,3,64.13327158620869,3.0,9972,1.0,3,0.10714285714285714,blom
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Normal,100,4,100,2,0.9978985289702792,1000,1.0,4,2.736821243569451,3.0,9972,1.0,7,0.25,log
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Normal,100,4,100,2,0.9973994798959792,1000,1.0,4,64.87122509199077,3.0,9972,1.0,2,0.07142857142857142,boxcox
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,4,27.572112389589037,3.0,9972,1.0,3,0.10714285714285714,blom
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Normal,100,4,100,2,0.9973994798959792,1000,1.0,5,36.71097489359678,3.0,9972,1.0,2,0.07142857142857142,log
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Normal,100,4,100,2,0.9974992497749324,1000,1.0,5,20.725084355933983,3.0,9972,1.0,3,0.10714285714285714,boxcox
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Normal,100,4,100,2,0.9972997299729973,1000,1.0,5,194.00455175342998,3.0,9972,1.0,1,0.03571428571428571,blom
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Normal,100,4,100,2,0.9973994798959792,1000,1.0,6,51.253205629954046,3.0,9972,1.0,2,0.07142857142857142,log
