ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,REP,RSS,SIZE,TN,TNR,TP,TPR,TRANS
0.9942,0.4727272727272727,0.0,58,0.6904761904761905,0,0.0,0.5563486402641868,0.5547286648822818,Poisson,100,16,100,4,0.9941848806897935,1000,1.0,9,2.3978684635384897,3.0,9916,1.0,26,0.30952380952380953,none
0.9943,0.495575221238938,0.034482758620689655,56,0.6666666666666666,1,0.0001008471157724889,0.5673086289311754,0.5655706688582709,Binomial,100,16,100,4,0.9943837127670244,1000,0.9655172413793104,9,1.865127257499881,3.0,9915,0.9998991528842275,28,0.3333333333333333,none
0.9931,0.30303030303030304,0.0,69,0.8214285714285714,0,0.0,0.4225771273642583,0.42111451497605,NBinomial,100,16,100,4,0.9930896344516775,1000,1.0,10,10.802985317355303,3.0,9916,1.0,15,0.17857142857142858,none
0.9938,0.41509433962264153,0.0,62,0.7380952380952381,0,0.0,0.511766315719159,0.5101738646024838,Poisson,100,16,100,4,0.9937863299258368,1000,1.0,10,3.733927127720064,3.0,9916,1.0,22,0.2619047619047619,none
0.994,0.4444444444444445,0.0,60,0.7142857142857143,0,0.0,0.5345224838248488,0.5329126343184638,Binomial,100,16,100,4,0.9939855653568564,1000,1.0,10,12.408975605319988,3.0,9916,1.0,24,0.2857142857142857,none
0.9936,0.3846153846153846,0.0,64,0.7619047619047619,0,0.0,0.4879500364742666,0.486382950816461,NBinomial,100,16,100,4,0.9935871743486974,1000,1.0,1,3.1849058724361248,5.0,9916,1.0,20,0.23809523809523808,none
0.9945,0.5132743362831858,0.0,55,0.6547619047619048,0,0.0,0.5875696513930031,0.5859468944804075,Poisson,100,16,100,4,0.9944840036104704,1000,1.0,1,1.154542845708111,5.0,9916,1.0,29,0.34523809523809523,none
0.9943,0.4864864864864865,0.0,57,0.6785714285714286,0,0.0,0.5669467095138409,0.5653242152899813,Binomial,100,16,100,4,0.9942845683345032,1000,1.0,1,1.5504126231166178,5.0,9916,1.0,27,0.32142857142857145,none
0.994,0.4444444444444445,0.0,60,0.7142857142857143,0,0.0,0.5345224838248488,0.5329126343184638,NBinomial,100,16,100,4,0.9939855653568564,1000,1.0,2,2.6600579904653765,5.0,9916,1.0,24,0.2857142857142857,none
0.9945,0.5132743362831858,0.0,55,0.6547619047619048,0,0.0,0.5875696513930031,0.5859468944804075,Poisson,100,16,100,4,0.9944840036104704,1000,1.0,2,1.9133546979653413,5.0,9916,1.0,29,0.34523809523809523,none
0.9934,0.4761904761904762,0.2857142857142857,54,0.6428571428571429,12,0.0012101653892698668,0.5050762722761054,0.5023021937342149,Binomial,100,16,100,4,0.9945772243422374,1000,0.7142857142857143,2,1.5498444985677173,5.0,9904,0.9987898346107301,30,0.35714285714285715,none
0.9937,0.4,0.0,63,0.75,0,0.0,0.5,0.4984191865685281,NBinomial,100,16,100,4,0.9936867421585329,1000,1.0,3,4.237335524658395,5.0,9916,1.0,21,0.25,none
0.9939,0.4299065420560748,0.0,61,0.7261904761904762,0,0.0,0.5232681184722836,0.521666018934278,Poisson,100,16,100,4,0.9938859376566102,1000,1.0,3,2.589792745703837,5.0,9916,1.0,23,0.27380952380952384,none
0.9941,0.4587155963302752,0.0,59,0.7023809523809523,0,0.0,0.5455447255899809,0.5439289423766076,Binomial,100,16,100,4,0.9940852130325815,1000,1.0,3,2.445064965000299,5.0,9916,1.0,25,0.2976190476190476,none
0.9935,0.36893203883495146,0.0,65,0.7738095238095238,0,0.0,0.47559486560567094,0.4740437103529527,NBinomial,100,16,100,4,0.9934876264903316,1000,1.0,4,5.928846747184823,5.0,9916,1.0,19,0.2261904761904762,none
0.9944,0.5,0.0,56,0.6666666666666666,0,0.0,0.5773502691896257,0.5757268669466808,Poisson,100,16,100,4,0.9943842759727236,1000,1.0,4,2.631206693110134,5.0,9916,1.0,28,0.3333333333333333,none
0.994,0.4915254237288136,0.14705882352941177,55,0.6547619047619048,5,0.0005042355788624445,0.5426488617097118,0.5404953275309015,Binomial,100,16,100,4,0.9944812362030905,1000,0.8529411764705882,4,2.1694571268558125,5.0,9911,0.9994957644211375,29,0.34523809523809523,none
0.994,0.4444444444444445,0.0,60,0.7142857142857143,0,0.0,0.5345224838248488,0.5329126343184638,NBinomial,100,16,100,4,0.9939855653568564,1000,1.0,5,2.4755685370863274,5.0,9916,1.0,24,0.2857142857142857,none
0.9943,0.4864864864864865,0.0,57,0.6785714285714286,0,0.0,0.5669467095138409,0.5653242152899813,Poisson,100,16,100,4,0.9942845683345032,1000,1.0,5,2.600740692391643,5.0,9916,1.0,27,0.32142857142857145,none
0.9943,0.5043478260869565,0.06451612903225806,55,0.6547619047619048,2,0.0002016942315449778,0.5682998062104748,0.5664559882891198,Binomial,100,16,100,4,0.99448289698064,1000,0.9354838709677419,5,2.2423846876545466,5.0,9914,0.9997983057684551,29,0.34523809523809523,none
0.9941,0.4587155963302752,0.0,59,0.7023809523809523,0,0.0,0.5455447255899809,0.5439289423766076,NBinomial,100,16,100,4,0.9940852130325815,1000,1.0,6,1.9484599438390933,5.0,9916,1.0,25,0.2976190476190476,none
0.9944,0.5,0.0,56,0.6666666666666666,0,0.0,0.5773502691896257,0.5757268669466808,Poisson,100,16,100,4,0.9943842759727236,1000,1.0,6,1.6168832638247344,5.0,9916,1.0,28,0.3333333333333333,none
0.9938,0.4745762711864407,0.17647058823529413,56,0.6666666666666666,6,0.0006050826946349334,0.5239368319955838,0.5216721820871205,Binomial,100,16,100,4,0.9943808950431468,1000,0.8235294117647058,6,1.4110306682419664,5.0,9910,0.9993949173053651,28,0.3333333333333333,none
0.9938,0.41509433962264153,0.0,62,0.7380952380952381,0,0.0,0.511766315719159,0.5101738646024838,NBinomial,100,16,100,4,0.9937863299258368,1000,1.0,7,2.3491213443229095,5.0,9916,1.0,22,0.2619047619047619,none
0.9944,0.5087719298245613,0.03333333333333333,55,0.6547619047619048,1,0.0001008471157724889,0.5776938278449569,0.5759589450819774,Poisson,100,16,100,4,0.9944834503510531,1000,0.9666666666666667,7,0.919364338471138,5.0,9915,0.9998991528842275,29,0.34523809523809523,none
0.9945,0.5132743362831858,0.0,55,0.6547619047619048,0,0.0,0.5875696513930031,0.5859468944804075,Binomial,100,16,100,4,0.9944840036104704,1000,1.0,7,1.0087718289629832,5.0,9916,1.0,29,0.34523809523809523,none
0.9935,0.38095238095238093,0.047619047619047616,64,0.7619047619047619,1,0.0001008471157724889,0.47619047619047616,0.47448388303943,NBinomial,100,16,100,4,0.9935865317166048,1000,0.9523809523809523,8,13.294341824589836,5.0,9915,0.9998991528842275,20,0.23809523809523808,none
0.9943,0.4864864864864865,0.0,57,0.6785714285714286,0,0.0,0.5669467095138409,0.5653242152899813,Poisson,100,16,100,4,0.9942845683345032,1000,1.0,8,6.90175730790301,5.0,9916,1.0,27,0.32142857142857145,none
0.9941,0.4587155963302752,0.0,59,0.7023809523809523,0,0.0,0.5455447255899809,0.5439289423766076,Binomial,100,16,100,4,0.9940852130325815,1000,1.0,8,2.1104725654686654,5.0,9916,1.0,25,0.2976190476190476,none
0.9935,0.36893203883495146,0.0,65,0.7738095238095238,0,0.0,0.47559486560567094,0.4740437103529527,NBinomial,100,16,100,4,0.9934876264903316,1000,1.0,9,3.7911881886102154,5.0,9916,1.0,19,0.2261904761904762,none
0.9941,0.4684684684684684,0.037037037037037035,58,0.6904761904761905,1,0.0001008471157724889,0.5459486832355505,0.5442089128498553,Poisson,100,16,100,4,0.9941842976035296,1000,0.9629629629629629,9,1.628483609878263,5.0,9915,0.9998991528842275,26,0.30952380952380953,none
0.9938,0.43636363636363634,0.07692307692307693,60,0.7142857142857143,2,0.0002016942315449778,0.5135525910130955,0.5116957526594343,Binomial,100,16,100,4,0.9939843593342691,1000,0.9230769230769231,9,2.926952755590294,5.0,9914,0.9997983057684551,24,0.2857142857142857,none
0.9929,0.2680412371134021,0.0,71,0.8452380952380952,0,0.0,0.3933978962347216,0.39199702157836475,NBinomial,100,16,100,4,0.992890757985381,1000,1.0,10,10.677925501988584,5.0,9916,1.0,13,0.15476190476190477,none
0.9941,0.4587155963302752,0.0,59,0.7023809523809523,0,0.0,0.5455447255899809,0.5439289423766076,Poisson,100,16,100,4,0.9940852130325815,1000,1.0,10,2.4273990600391953,5.0,9916,1.0,25,0.2976190476190476,none
0.9943,0.495575221238938,0.034482758620689655,56,0.6666666666666666,1,0.0001008471157724889,0.5673086289311754,0.5655706688582709,Binomial,100,16,100,4,0.9943837127670244,1000,0.9655172413793104,10,2.1505156183222445,5.0,9915,0.9998991528842275,28,0.3333333333333333,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,1,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,1,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,1,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,2,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,2,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,2,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,3,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,3,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,3,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,4,,1.5,0,,0,,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,4,241.42841152392776,1.5,9972,1.0,1,0.03571428571428571,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,4,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,5,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,5,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,5,,1.5,0,,0,,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,6,507.15102339756095,1.5,9972,1.0,1,0.03571428571428571,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Poisson,100,1,100,8,0.9973994798959792,1000,1.0,6,47.21317428431407,1.5,9972,1.0,2,0.07142857142857142,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,6,76.84679468456355,1.5,9972,1.0,2,0.07142857142857142,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,10,,1.5,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,10,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,10,,1.5,0,,0,,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,NBinomial,100,1,100,8,0.9973994798959792,1000,1.0,1,53.95932255023796,2.0,9972,1.0,2,0.07142857142857142,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Poisson,100,1,100,8,0.9973994798959792,1000,1.0,1,42.62791545640509,2.0,9972,1.0,2,0.07142857142857142,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,1,42.64570472072123,2.0,9972,1.0,2,0.07142857142857142,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,2,,2.0,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,2,,2.0,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,2,,2.0,0,,0,,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,3,455.8141247575212,2.0,9972,1.0,1,0.03571428571428571,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,3,455.8141247575212,2.0,9972,1.0,1,0.03571428571428571,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Binomial,100,1,100,8,0.9972997299729973,1000,1.0,3,455.8141247575212,2.0,9972,1.0,1,0.03571428571428571,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,4,224.93998658823747,2.0,9972,1.0,1,0.03571428571428571,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,4,,2.0,0,,0,,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Binomial,100,1,100,8,0.9974992497749324,1000,1.0,4,31.215322321776227,2.0,9972,1.0,3,0.10714285714285714,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,NBinomial,100,1,100,8,0.9973994798959792,1000,1.0,5,62.665970185180385,2.0,9972,1.0,2,0.07142857142857142,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,5,175.31870741820399,2.0,9972,1.0,1,0.03571428571428571,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,5,33.69969439265781,2.0,9972,1.0,2,0.07142857142857142,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,NBinomial,100,1,100,8,0.9973994798959792,1000,1.0,6,54.83738123605077,2.0,9972,1.0,2,0.07142857142857142,none
0.9976,0.25,0.0,24,0.8571428571428571,0,0.0,0.3779644730092272,0.3775104614663672,Poisson,100,1,100,8,0.9975990396158463,1000,1.0,6,12.403481281068341,2.0,9972,1.0,4,0.14285714285714285,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Binomial,100,1,100,8,0.9974992497749324,1000,1.0,6,26.41443603713705,2.0,9972,1.0,3,0.10714285714285714,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,7,,2.0,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,7,,2.0,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,7,,2.0,0,,0,,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,8,207.91273497384785,2.0,9972,1.0,1,0.03571428571428571,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Poisson,100,1,100,8,0.9974992497749324,1000,1.0,8,11.95515154921722,2.0,9972,1.0,3,0.10714285714285714,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Binomial,100,1,100,8,0.9974992497749324,1000,1.0,8,22.051515293384615,2.0,9972,1.0,3,0.10714285714285714,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,9,573.0429787148381,2.0,9972,1.0,1,0.03571428571428571,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,9,208.05935350953834,2.0,9972,1.0,1,0.03571428571428571,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Binomial,100,1,100,8,0.9972997299729973,1000,1.0,9,251.65701704817988,2.0,9972,1.0,1,0.03571428571428571,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,10,,2.0,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,10,,2.0,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,10,,2.0,0,,0,,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,NBinomial,100,1,100,8,0.9974992497749324,1000,1.0,1,45.241890896187165,3.0,9972,1.0,3,0.10714285714285714,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Poisson,100,1,100,8,0.9978985289702792,1000,1.0,1,5.807508669955126,3.0,9972,1.0,7,0.25,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,1,91.89163387615483,3.0,9972,1.0,2,0.07142857142857142,none
0.9978,0.35294117647058826,0.0,22,0.7857142857142857,0,0.0,0.4629100498862757,0.4624002624213428,NBinomial,100,1,100,8,0.9977986792075245,1000,1.0,2,2.3034210831034945,3.0,9972,1.0,6,0.21428571428571427,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Poisson,100,1,100,8,0.9978985289702792,1000,1.0,2,2.0824854004803326,3.0,9972,1.0,7,0.25,none
0.9978,0.3888888888888889,0.125,21,0.75,1,0.00010028078620136381,0.46770717334674267,0.4670514369253802,Binomial,100,1,100,8,0.997898318654924,1000,0.875,2,1.5397565285962516,3.0,9971,0.9998997192137986,7,0.25,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,3,,3.0,0,,0,,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Poisson,100,1,100,8,0.9974992497749324,1000,1.0,3,85.95161802620011,3.0,9972,1.0,3,0.10714285714285714,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,3,197.9833142761955,3.0,9972,1.0,2,0.07142857142857142,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,NBinomial,100,1,100,8,0.9974992497749324,1000,1.0,4,17.57748721734103,3.0,9972,1.0,3,0.10714285714285714,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,Poisson,100,1,100,8,0.9979983987189752,1000,1.0,4,1.4066943493513193,3.0,9972,1.0,8,0.2857142857142857,none
0.9978,0.3888888888888889,0.125,21,0.75,1,0.00010028078620136381,0.46770717334674267,0.4670514369253802,Binomial,100,1,100,8,0.997898318654924,1000,0.875,4,1.3939381265255169,3.0,9971,0.9998997192137986,7,0.25,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,5,,3.0,0,,0,,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,5,,3.0,0,,0,,none
,,,0,,0,,,,Binomial,100,1,100,8,,1000,,5,,3.0,0,,0,,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,6,,3.0,0,,0,,none
0.9976,0.25,0.0,24,0.8571428571428571,0,0.0,0.3779644730092272,0.3775104614663672,Poisson,100,1,100,8,0.9975990396158463,1000,1.0,6,21.42124253233952,3.0,9972,1.0,4,0.14285714285714285,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Binomial,100,1,100,8,0.9974992497749324,1000,1.0,6,40.41423730308319,3.0,9972,1.0,3,0.10714285714285714,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,NBinomial,100,1,100,8,0.9978985289702792,1000,1.0,7,5.54473789979395,3.0,9972,1.0,7,0.25,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,Poisson,100,1,100,8,0.9979983987189752,1000,1.0,7,2.973024222916819,3.0,9972,1.0,8,0.2857142857142857,none
0.9979,0.43243243243243246,0.1111111111111111,20,0.7142857142857143,1,0.00010028078620136381,0.5039526306789697,0.5032965059618972,Binomial,100,1,100,8,0.9979981983785406,1000,0.8888888888888888,7,3.096818158944423,3.0,9971,0.9998997192137986,8,0.2857142857142857,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,8,,3.0,0,,0,,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,8,257.55812669546816,3.0,9972,1.0,1,0.03571428571428571,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,8,54.71218772644187,3.0,9972,1.0,2,0.07142857142857142,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,NBinomial,100,1,100,8,0.9972997299729973,1000,1.0,9,328.5534351130136,3.0,9972,1.0,1,0.03571428571428571,none
,,,0,,0,,,,Poisson,100,1,100,8,,1000,,9,,3.0,0,,0,,none
0.9972,0.06666666666666667,0.5,27,0.9642857142857143,1,0.00010028078620136381,0.1336306209562122,0.13308202513986106,Binomial,100,1,100,8,0.9972994598919784,1000,0.5,9,127.58317048723605,3.0,9971,0.9998997192137986,1,0.03571428571428571,none
0.9983,0.5641025641025641,0.0,17,0.6071428571428571,0,0.0,0.6267831705280087,0.6262495910277559,NBinomial,100,1,100,8,0.9982981279407348,1000,1.0,10,0.7430009963817912,3.0,9972,1.0,11,0.39285714285714285,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,Poisson,100,1,100,8,0.9979983987189752,1000,1.0,10,1.6906798990341492,3.0,9972,1.0,8,0.2857142857142857,none
0.9979,0.43243243243243246,0.1111111111111111,20,0.7142857142857143,1,0.00010028078620136381,0.5039526306789697,0.5032965059618972,Binomial,100,1,100,8,0.9979981983785406,1000,0.8888888888888888,10,1.1205023624521804,3.0,9971,0.9998997192137986,8,0.2857142857142857,none
0.9978,0.35294117647058826,0.0,22,0.7857142857142857,0,0.0,0.4629100498862757,0.4624002624213428,NBinomial,100,1,100,8,0.9977986792075245,1000,1.0,1,1.8804207089129665,5.0,9972,1.0,6,0.21428571428571427,none
0.9976,0.25,0.0,24,0.8571428571428571,0,0.0,0.3779644730092272,0.3775104614663672,Poisson,100,1,100,8,0.9975990396158463,1000,1.0,1,5.804231833163857,5.0,9972,1.0,4,0.14285714285714285,none
0.9978,0.35294117647058826,0.0,22,0.7857142857142857,0,0.0,0.4629100498862757,0.4624002624213428,Binomial,100,1,100,8,0.9977986792075245,1000,1.0,1,1.9390922998546065,5.0,9972,1.0,6,0.21428571428571427,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,NBinomial,100,1,100,8,0.9979983987189752,1000,1.0,2,2.217631703720899,5.0,9972,1.0,8,0.2857142857142857,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,Poisson,100,1,100,8,0.9979983987189752,1000,1.0,2,2.359975297375075,5.0,9972,1.0,8,0.2857142857142857,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Binomial,100,1,100,8,0.9978985289702792,1000,1.0,2,3.0268787355733267,5.0,9972,1.0,7,0.25,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,NBinomial,100,1,100,8,0.9973994798959792,1000,1.0,3,45.78139227248916,5.0,9972,1.0,2,0.07142857142857142,none
0.9973,0.0689655172413793,0.0,27,0.9642857142857143,0,0.0,0.1889822365046136,0.1887269124927222,Poisson,100,1,100,8,0.9972997299729973,1000,1.0,3,248.13561767757528,5.0,9972,1.0,1,0.03571428571428571,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,3,57.860449744706465,5.0,9972,1.0,2,0.07142857142857142,none
0.9977,0.30303030303030304,0.0,23,0.8214285714285714,0,0.0,0.4225771273642583,0.42209064053333556,NBinomial,100,1,100,8,0.9976988494247123,1000,1.0,4,5.558658630801059,5.0,9972,1.0,5,0.17857142857142858,none
0.9975,0.19354838709677416,0.0,25,0.8928571428571429,0,0.0,0.32732683535398854,0.32691729782735995,Poisson,100,1,100,8,0.9974992497749324,1000,1.0,4,26.896404237965612,5.0,9972,1.0,3,0.10714285714285714,none
0.9977,0.30303030303030304,0.0,23,0.8214285714285714,0,0.0,0.4225771273642583,0.42209064053333556,Binomial,100,1,100,8,0.9976988494247123,1000,1.0,4,6.709906695240103,5.0,9972,1.0,5,0.17857142857142858,none
0.9978,0.3888888888888889,0.125,21,0.75,1,0.00010028078620136381,0.46770717334674267,0.4670514369253802,NBinomial,100,1,100,8,0.997898318654924,1000,0.875,5,2.4681163938363264,5.0,9971,0.9998997192137986,7,0.25,none
0.998,0.4444444444444445,0.0,20,0.7142857142857143,0,0.0,0.5345224838248488,0.5339872654230556,Poisson,100,1,100,8,0.9979983987189752,1000,1.0,5,1.8376804250636598,5.0,9972,1.0,8,0.2857142857142857,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Binomial,100,1,100,8,0.9978985289702792,1000,1.0,5,2.2978912414998196,5.0,9972,1.0,7,0.25,none
,,,0,,0,,,,NBinomial,100,1,100,8,,1000,,6,,5.0,0,,0,,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Poisson,100,1,100,8,0.9973994798959792,1000,1.0,6,122.7661826236648,5.0,9972,1.0,2,0.07142857142857142,none
0.9974,0.13333333333333333,0.0,26,0.9285714285714286,0,0.0,0.2672612419124244,0.2669135065757631,Binomial,100,1,100,8,0.9973994798959792,1000,1.0,6,126.95096916322572,5.0,9972,1.0,2,0.07142857142857142,none
0.9978,0.35294117647058826,0.0,22,0.7857142857142857,0,0.0,0.4629100498862757,0.4624002624213428,NBinomial,100,1,100,8,0.9977986792075245,1000,1.0,7,4.508532894850594,5.0,9972,1.0,6,0.21428571428571427,none
0.9979,0.4,0.0,21,0.75,0,0.0,0.5,0.49947435594089296,Poisson,100,1,100,8,0.9978985289702792,1000,1.0,7,2.0879342662361595,5.0,9972,1.0,7,0.25,none
