NSAMPLES	MODEL	TRANS	REP	R2	X2	X2p	X2c	nMSE	PCC	RHO
430	Binomial	none	77	1.0	271.10133363	282.60410052	282.748230445	0.422537205987	0.976587614848	0.860790551479
430	Binomial	none	78	1.0	238.933443082	246.194755288	246.524209185	0.442601350321	0.971868774986	0.851202587518
430	Binomial	none	79	1.0	290.015607135	301.939485385	302.091174431	0.435564231334	0.974515364936	0.85307384423
430	Binomial	none	8	1.0	207.500041762	214.496415308	214.781501407	0.432566090727	0.97386969914	0.856880496067
430	Binomial	none	80	1.0	179.342654474	185.358097882	185.688411731	0.439490743386	0.972857025105	0.85181684295
430	Binomial	none	81	1.0	215.180407753	224.139090795	224.159092028	0.427685627012	0.977828460241	0.858047715503
430	Binomial	none	82	1.0	195.658527056	202.588829687	202.580858548	0.429307694507	0.977861504049	0.856640118986
430	Binomial	none	83	1.0	320.305317954	334.697509899	334.890908574	0.431217604475	0.976168842417	0.857919328029
430	Binomial	none	84	1.0	171.54190938	177.5742941	177.739612296	0.432733435473	0.977334094429	0.855028875563
430	Binomial	none	85	0.990064008185	206.179348648	212.581554618	212.590312546	0.409842122669	0.976923314512	0.865265100779
430	Binomial	none	86	1.0	211.179889939	218.278361942	218.557727184	0.433174442539	0.974558216461	0.855587310075
430	Binomial	none	87	1.0	364.727574087	369.778696753	369.829360332	0.419697465773	0.976805989925	0.862367554194
430	Binomial	none	88	1.0	279.619836675	290.555997893	290.794025791	0.470859608582	0.96890221459	0.837525024153
430	Binomial	none	89	1.0	191.839252258	199.886190847	200.027272703	0.444653170529	0.976697517843	0.849651510261
430	Binomial	none	9	1.0	275.420243176	281.884767118	281.93170034	0.436825379373	0.975882485839	0.856833075808
430	Binomial	none	90	1.0	218.218412851	227.648888945	227.898659671	0.40324771685	0.977947338874	0.868334445679
430	Binomial	none	91	1.0	276.283517768	285.38608697	285.436549379	0.415730643642	0.973960228799	0.860750217511
430	Binomial	none	92	1.0	358.073486693	368.257030702	368.346189958	0.441123404278	0.973556501755	0.850369790556
430	Binomial	none	93	1.0	214.606876023	222.765785526	223.098858978	0.414820607701	0.976613272908	0.862093843375
430	Binomial	none	94	1.0	207.657036231	216.447132349	216.658086985	0.420988101996	0.976584967356	0.860482844613
430	Binomial	none	95	1.0	179.403578068	186.244028399	186.315221326	0.43255446163	0.97831696112	0.858421833905
430	Binomial	none	96	0.0	253.641616018	262.069835659	262.284476916	0.416048735	0.976682897984	0.863051502559
430	Binomial	none	97	0.0	246.054375365	256.658467894	256.959588746	0.447700866312	0.970757834073	0.851213374976
430	Binomial	none	98	1.0	265.612020482	276.138545096	276.36600874	0.42500527156	0.974887897986	0.855661831241
430	Binomial	none	99	1.0	250.517748785	259.941463804	260.254431236	0.41606987075	0.976363389803	0.864287478137
430	NBinomial	none	1	0.0	289.381422868	3.3521110073	5.05263416838	0.455973869465	0.973047505828	0.848771484282
430	NBinomial	none	10	1.0	333.670793195	3.64735552598	5.50692883277	0.457898036158	0.971339436499	0.847456129605
430	NBinomial	none	100	0.5195151996	202.194366641	1.70159117757	3.59587519393	0.447275831704	0.974003772487	0.85143227977
430	NBinomial	none	11	1.0	168.190928566	1.55226269502	3.23277503174	0.431416393903	0.978000317438	0.862198415155
430	NBinomial	none	12	0.999999999993	197.882494742	1.46780081177	3.24919247128	0.420324785594	0.977027291035	0.862520879002
430	NBinomial	none	13	1.0	238.30862641	2.78135376899	4.44748382742	0.446541824167	0.973528472302	0.853861131817
430	NBinomial	none	14	1.0	299.798464763	2.95194067312	4.60898553161	0.447603121321	0.97448495246	0.851474070713
430	NBinomial	none	15	0.999796540378	162.658270552	1.52332023333	2.99411631651	0.430885225599	0.977247980793	0.858773162792
430	NBinomial	none	16	1.0	221.679932538	1.8172074329	3.46740140314	0.448556352178	0.973292577763	0.852417125873
430	NBinomial	none	17	0.0	218.217663009	3.67753691771	5.62892390344	0.465281453862	0.969727611585	0.844447377217
430	NBinomial	none	18	1.0	282.951337723	2.76027939916	4.56775999541	0.449286527118	0.973956774757	0.850276046652
430	NBinomial	none	19	1.0	270.878272009	3.33764710985	5.06447956408	0.455456249412	0.972413348821	0.848920678029
430	NBinomial	none	2	0.999999999359	226.41190009	2.8995418514	4.64535529636	0.43579514603	0.974463960829	0.857003574109
430	NBinomial	none	20	0.999999999612	317.029240531	1.9648252026	3.83813241819	0.440244399836	0.975104446964	0.854174843737
430	NBinomial	none	21	1.0	171.153172937	2.0914060406	3.58910047495	0.437019729329	0.97603314321	0.853901022636
430	NBinomial	none	22	1.0	317.096879369	1.99664069552	3.76258295489	0.444517697078	0.972568374069	0.853578192671
430	NBinomial	none	23	1.0	241.18501285	1.5260574231	3.35798660176	0.41894317874	0.975574331406	0.864790857221
430	NBinomial	none	24	0.99382225496	186.625958256	1.49156327608	3.17280305387	0.424759988115	0.976129384699	0.860491897727
430	NBinomial	none	25	0.99999999999	218.131493278	1.65369723985	3.46786814777	0.420502684134	0.977591963095	0.864710073208
430	NBinomial	none	26	1.0	170.848439856	1.52357669314	3.21775776267	0.448419698378	0.97623220441	0.851760852563
430	NBinomial	none	27	1.0	246.815998601	3.27322004802	5.21628966855	0.459813767458	0.9697372544	0.84433217178
430	NBinomial	none	28	0.0	326.592014741	2.48334818245	4.46123979797	0.440370579579	0.971801211988	0.853962294527
430	NBinomial	none	29	0.0	249.273165762	2.17426827128	4.04732453104	0.442597434369	0.974101737255	0.854989399988
430	NBinomial	none	3	0.99991220805	268.094182415	2.93056715776	4.9366612937	0.437298245515	0.971867765814	0.855080765919
430	NBinomial	none	30	1.0	243.615935206	1.34914180624	3.05653333128	0.412242548792	0.977140453557	0.866926260483
430	NBinomial	none	31	0.0	151.403194201	1.53484375874	3.47702535564	0.433956803094	0.975323113728	0.858484306478
430	NBinomial	none	32	1.0	208.203259121	1.6372357029	3.43604155311	0.447526606458	0.97428803198	0.853186806406
430	NBinomial	none	33	1.0	181.529605544	2.35180157827	4.15541096286	0.43148317809	0.973826371593	0.856741158957
430	NBinomial	none	34	0.0	243.320083546	2.21180663424	3.89299461346	0.452174245548	0.974148553734	0.849178608987
430	NBinomial	none	35	1.0	218.512639953	2.16469861124	3.92461300139	0.428225953627	0.975085480783	0.859780960479
430	NBinomial	none	36	0.999999999999	189.71131621	1.48808112033	3.19672122386	0.436870309822	0.975409366053	0.856217908687
430	NBinomial	none	37	0.994445114774	307.409783658	2.14918812623	4.09066400444	0.420203048155	0.97443173432	0.862681297068
430	NBinomial	none	38	0.0	301.884835333	2.56711324371	4.25980038918	0.427811585315	0.974397972849	0.860482648602
430	NBinomial	none	39	0.999999998657	191.378119783	2.01424224728	3.89696242796	0.445022052946	0.971805803731	0.852228860705
430	NBinomial	none	4	0.999999990852	299.282965631	3.07299021406	4.79434718783	0.460603291569	0.972996881264	0.846691076241
430	NBinomial	none	40	0.999999999958	351.667914603	2.22783486351	3.98622638044	0.429206631378	0.974136334345	0.85958685161
430	NBinomial	none	41	0.999999999994	208.984860583	1.5777323878	3.14335338676	0.436135312036	0.977493502962	0.857310950873
430	NBinomial	none	42	1.0	227.506897875	1.65651450328	3.44340524723	0.429069134826	0.97630442512	0.857042559436
430	NBinomial	none	43	1.0	301.975786721	32.9659474919	34.2170626863	0.453986923164	0.976404192808	0.852612817698
430	NBinomial	none	44	1.0	229.952447298	2.14972762346	3.71841412251	0.435182807951	0.975292712762	0.855536783295
430	NBinomial	none	45	1.0	278.306887589	1.85330833416	3.61397893802	0.441054478067	0.975002088426	0.853818835316
430	NBinomial	none	46	1.0	243.420125907	1.56322919054	3.08962900771	0.428225458655	0.977371518043	0.861582868226
430	NBinomial	none	47	1.0	296.76092832	2.26502098096	4.08818507149	0.445992130677	0.974490652208	0.853584666198
430	NBinomial	none	48	1.0	230.862745189	2.0136079906	3.72482456104	0.442922626073	0.973518542167	0.852588809158
430	NBinomial	none	49	1.0	174.138828506	1.61683796819	3.4375680489	0.44291736737	0.974805603864	0.854152142302
430	NBinomial	none	5	1.0	258.167342689	29.6033720758	30.9573593278	0.444677556531	0.976385729185	0.856057501558
430	NBinomial	none	50	1.0	175.268813009	1.69624207863	3.49036573735	0.455701194654	0.974816424615	0.849822214633
430	NBinomial	none	51	1.0	299.417689571	1.80862998747	3.7116818631	0.4321171696	0.974799911295	0.858912848846
430	NBinomial	none	52	0.999970047311	332.309811295	2.87845227501	4.72869191515	0.451352465926	0.971341745885	0.849561004859
430	NBinomial	none	53	1.0	207.882712938	1.86951009107	3.62544048156	0.439221319436	0.974683210424	0.853910041001
430	NBinomial	none	54	1.0	165.736969131	2.56246991402	4.28238723937	0.46154073702	0.972713374071	0.845768808651
430	NBinomial	none	55	1.0	228.592785409	1.370731751	2.99364328963	0.43314530997	0.97713970409	0.85635178147
430	NBinomial	none	56	1.0	254.425932961	1.45365365813	3.20629014221	0.429526409616	0.975100256582	0.858117524269
430	NBinomial	none	57	1.0	201.794956443	1.85855418866	3.59744134391	0.445587277721	0.975412523061	0.854255529662
430	NBinomial	none	58	1.0	242.261274854	2.49450628959	4.14839917373	0.441376765994	0.975614379107	0.856014503075
430	NBinomial	none	59	0.0	280.007698276	2.20534525285	3.92683735872	0.430282396599	0.975570342815	0.859466451863
430	NBinomial	none	6	0.0	271.986990487	2.01102582414	3.92078637567	0.431225483279	0.973222751998	0.857636711648
430	NBinomial	none	60	0.830270140723	225.979659197	1.75674984502	3.50861581615	0.424148417248	0.974311910031	0.861165721424
430	NBinomial	none	61	1.0	276.143199687	3.29526809657	4.83504965061	0.448382606858	0.975041820498	0.850968021819
430	NBinomial	none	62	1.0	208.957444575	1.68767090591	3.37156816742	0.435996526277	0.975205055048	0.857384603752
430	NBinomial	none	63	1.0	260.228094624	2.01195963066	3.96724360727	0.42994086069	0.972838704034	0.857570694819
430	NBinomial	none	64	1.0	246.36202076	1.84324799125	3.64280525279	0.432188283358	0.974385760355	0.857083335093
430	NBinomial	none	65	0.999448244005	278.082300669	1.89248486553	3.56110887072	0.429972418812	0.97484867859	0.858703331276
430	NBinomial	none	66	1.0	212.331163508	1.72360036326	3.58662230085	0.431903277063	0.973907662449	0.85698071025
430	NBinomial	none	67	1.0	205.945777561	2.20434388625	4.1598894029	0.425524246959	0.973285232253	0.859927992195
430	NBinomial	none	68	1.0	275.409508782	39.5538432758	40.9533140728	0.448557368924	0.976579799746	0.855840931202
430	NBinomial	none	69	1.0	226.583067525	33.0423493359	34.4362945348	0.449689656134	0.977123587573	0.855669183706
430	NBinomial	none	7	0.999999999999	178.225074958	1.67684049529	3.52546209698	0.428789896684	0.97540940778	0.858775755105
430	NBinomial	none	70	1.0	271.964951533	3.41866906941	5.24279352455	0.436729255857	0.973693712809	0.856181434395
430	NBinomial	none	71	1.0	256.512269473	2.06416091972	3.81322515579	0.437190883953	0.973892399981	0.856345059421
430	NBinomial	none	72	1.0	243.745515294	1.65415117715	3.18469234478	0.425603749979	0.975418715402	0.859135283125
430	NBinomial	none	73	1.0	376.613064716	1.72908256061	3.46165014495	0.438734575719	0.974396673725	0.856103255585
430	NBinomial	none	74	1.0	201.395743739	1.79044989271	3.60764629945	0.428996928255	0.975627006672	0.858292923063
430	NBinomial	none	75	0.999999999998	166.713793733	1.81392905794	3.68840823896	0.450970651815	0.973301838672	0.850800449721
430	NBinomial	none	76	1.0	221.436553227	2.46740906252	3.95051995036	0.451456279197	0.974429642998	0.849757151754
430	NBinomial	none	77	1.0	284.285631947	1.63717792272	3.32019794687	0.430312172432	0.975888116188	0.859590400238
430	NBinomial	none	78	1.0	224.914079906	2.3178093982	4.27068467591	0.448909756691	0.970942564165	0.851548855192
430	NBinomial	none	79	0.999999999993	294.592366615	1.98451768727	3.69422800286	0.44400364411	0.974097122026	0.852320625421
430	NBinomial	none	8	1.0	192.305496598	2.59711460541	4.5044849827	0.441611680643	0.972505100527	0.85468682805
430	NBinomial	none	80	1.0	161.497073617	1.97057612513	3.87315739312	0.445682985579	0.972650633768	0.851654660839
430	NBinomial	none	81	1.0	207.758480582	1.87440907446	3.4548732179	0.437347150909	0.976795058901	0.857502276358
430	NBinomial	none	82	1.0	186.918681793	1.76763028921	3.3054301422	0.437785842478	0.977398593943	0.856947449469
430	NBinomial	none	83	0.999999999849	365.390960486	1.64515642038	3.30544865723	0.436235999854	0.976249649572	0.856433000052
430	NBinomial	none	84	1.0	157.508366392	1.62167789852	3.33927192575	0.441487619969	0.976027585485	0.853916760442
430	NBinomial	none	85	0.992148294757	197.626734949	1.35623387638	2.9444374339	0.419457677737	0.976669186921	0.864991244849
430	NBinomial	none	86	1.0	215.869333241	2.11880304746	3.95772776566	0.43876557784	0.974673160386	0.857398805183
430	NBinomial	none	87	1.0	181.025565636	2.92161294884	4.55947815529	0.426360629355	0.977501996273	0.863099103925
430	NBinomial	none	88	0.999999999982	302.975558681	3.26268940381	5.02489134712	0.476168058194	0.969747778336	0.839399197066
430	NBinomial	none	89	0.999999999999	206.14831302	1.83348145912	3.50800633938	0.453806043367	0.975771138828	0.850984118701
430	NBinomial	none	9	1.0	195.949156749	2.72840674914	4.3749706686	0.443182181469	0.975808104369	0.856642054575
430	NBinomial	none	90	1.0	221.602075601	1.618651673	3.42168365024	0.410787254887	0.977958554371	0.867377682695
430	NBinomial	none	91	1.0	268.093204846	1.97337549171	3.64210999456	0.424917748024	0.973671956595	0.859828566503
430	NBinomial	none	92	0.999999999996	319.584730261	3.34778078711	4.98394489302	0.447229609501	0.974039120287	0.852210868386
430	NBinomial	none	93	1.0	205.0072548	1.96859087323	3.8803910292	0.421821533336	0.976139632677	0.861946159927
430	NBinomial	none	94	0.999996424197	212.974661667	1.73536494232	3.48194154265	0.429317360049	0.97611120141	0.859929984328
430	NBinomial	none	95	1.0	157.21702086	1.56737819968	3.18192848896	0.44114693754	0.977150846739	0.856851696735
430	NBinomial	none	96	0.0	239.748882933	1.780762201	3.52346022529	0.424782303587	0.975368951409	0.86085632523
430	NBinomial	none	97	0.0	261.483353223	2.26689277483	4.14496216964	0.449864282363	0.972883239187	0.850405292827
430	NBinomial	none	98	1.0	255.925792537	1.62648421585	3.42787642554	0.432942173553	0.973961909012	0.854479363968
430	NBinomial	none	99	1.0	250.392194138	1.88422760657	3.77620686179	0.423364719746	0.975607968075	0.863074764721
430	Normal	blom	1	0.0	102628527.896	1.22341896107	-1.66468512129	2.00910849681	0.0182999856345	0.0102335669358
430	Normal	blom	10	1.0	50383736.2752	1.29618066621	-1.5914632498	2.00912991263	0.0522108046005	0.00424677204181
430	Normal	blom	100	0.999751336386	543158267.569	1.18327475974	-1.67499219963	2.00203746186	0.0165288868763	0.0113508079448
430	Normal	blom	11	1.0	2643152984.61	1.10143299491	-1.79269324569	2.00321115138	0.0375495676426	0.0150559206053
430	Normal	blom	12	1.0	159449371.503	1.13714372409	-1.74012707604	2.00081040796	0.0372269564701	0.0121342815623
430	Normal	blom	13	1.0	658416508.909	1.26415693496	-1.64291127473	2.00957155549	0.0270889656103	0.0107707418643
430	Normal	blom	14	1.0	79010258.8056	1.333426779	-1.58021697189	2.00910035872	0.0387503784529	0.0172877632655
430	Normal	blom	15	0.0	360010347.837	1.29299402024	-1.64076504519	2.01515787224	0.0215753048406	0.0142356007771
430	Normal	blom	16	1.0	179052797.921	1.27040057575	-1.63464413464	2.00494312163	0.0410097782558	0.0202707173059
430	Normal	blom	17	0.0	67760841.3427	1.29813445317	-1.57091271218	2.00227109724	0.001480673434	0.00590741578268
430	Normal	blom	18	1.0	562635466.141	1.25100104673	-1.62850639965	1.99310168508	0.0322508293586	0.0183603267354
430	Normal	blom	19	1.0	726387387.108	1.25956899455	-1.63253970954	2.01786660382	0.0578927633645	-0.00618937994706
430	Normal	blom	2	1.0	464222736.401	1.1674790608	-1.72339657995	1.99946222978	0.0384783990325	0.0111955659366
430	Normal	blom	20	1.0	153290233.128	1.17986311954	-1.68433272547	1.9957131085	0.03986512865	0.0092191654234
430	Normal	blom	21	1.0	63171057.4497	1.35709728912	-1.57046359573	1.99066942442	0.0456223106751	0.0196777202879
430	Normal	blom	22	1.0	75465005.4319	1.233320566	-1.64361047541	2.00943360493	0.0594736214486	0.0177186899024
430	Normal	blom	23	1.0	380213577.994	1.13709565376	-1.73821072508	2.00052906654	0.0458814620546	0.0221492646757
430	Normal	blom	24	0.0	68598484.0455	1.22005963978	-1.67355215585	2.01360991961	0.0119002289385	0.00420409913924
430	Normal	blom	25	1.0	897368335.721	1.08320813912	-1.79260783486	1.98671097785	0.029227721645	0.0240066695866
430	Normal	blom	26	1.0	757823763.465	1.20750941042	-1.68484308288	2.00001160316	0.0471433876936	0.0130550659896
430	Normal	blom	27	1.0	357819258.96	1.32607949839	-1.53652597854	2.00923732848	0.036261768777	0.00455634009636
430	Normal	blom	28	0.0	1227663299.6	1.20335442912	-1.65732827494	2.00371082893	0.0143496333298	0.0108520333984
430	Normal	blom	29	0.0	23329092.9994	1.18071851223	-1.68911929327	1.99950014472	0.0227766328269	0.00771302200271
430	Normal	blom	3	0.999999980928	56327573.7454	1.20461867579	-1.65079264479	2.00448179427	0.0261394300874	0.00802565281326
430	Normal	blom	30	1.0	2386622946.05	1.13614016504	-1.75668210599	2.01011875306	0.0209689174765	0.0152751384056
430	Normal	blom	31	0.0	650456546.473	1.12256856224	-1.73442079032	2.0167780952	-0.00310654916513	0.00499933583734
430	Normal	blom	32	1.0	191204147.861	1.19280711071	-1.68228565986	2.00091264713	0.0302942088297	0.0163500292818
430	Normal	blom	33	1.0	28774272.014	1.18920910533	-1.68670451873	1.9997929245	0.0292956757512	0.00890882690219
430	Normal	blom	34	0.994088570457	546672918.636	1.25998622232	-1.63425275788	2.01380284792	0.0151953216189	0.00403234299361
430	Normal	blom	35	1.0	99734233.5851	1.18673974714	-1.7041592179	1.99494042622	0.0298492046581	0.0178508627358
430	Normal	blom	36	1.0	209201986.859	1.24074342876	-1.65217114106	1.99374690043	0.0451196611004	0.0193330375291
430	Normal	blom	37	0.0	148053154.221	1.13719038229	-1.72088565003	2.01075820404	0.0271178007362	0.00811276166432
430	Normal	blom	38	0.994187609257	1580112465.55	1.19887611212	-1.68876605819	2.01929499492	0.0167875399516	-0.00141704611922
430	Normal	blom	39	1.0	240776568.756	1.23750496671	-1.62858842532	2.00199255987	0.0282431124682	0.0226865028749
430	Normal	blom	4	1.0	751090861.875	1.24988042551	-1.64048800602	1.99377390441	0.0406980242036	0.0188860563138
430	Normal	blom	40	1.0	844399364.15	1.24278765592	-1.64915744391	1.99614519126	0.0483917067786	0.0128030938266
430	Normal	blom	41	0.999999998958	368661685.009	1.2360575433	-1.67963024389	2.00998292849	0.0349279004027	0.0130756214384
430	Normal	blom	42	1.0	5652902543.52	1.18541556329	-1.69300395931	1.98974436671	0.042821045455	0.0196069124093
430	Normal	blom	43	1.0	316925552.017	1.3634171534	-1.61130141044	2.01333680228	0.0537293924044	0.0197869654593
430	Normal	blom	44	1.0	86718945.2837	1.32595539107	-1.59448491714	2.01396228264	0.0327243077236	0.0081776981392
430	Normal	blom	45	1.0	364066656.346	1.18967432783	-1.69213726017	1.99113959666	0.0496102727278	0.0162762231038
430	Normal	blom	46	1.0	312867230.818	1.25446031163	-1.66739420711	1.99801122777	0.0564557887585	0.0215172935827
430	Normal	blom	47	1.0	1142639343.68	1.1605883057	-1.71653171547	2.0099511624	0.0293589137937	0.00816497100559
430	Normal	blom	48	1.0	215608483.372	1.29937413621	-1.59827768567	2.00908292064	0.0232911154118	0.0163440862111
430	Normal	blom	49	0.999999864178	38982526.2308	1.16495640545	-1.70616677755	1.99648066146	0.0288273567336	0.0122478206
