mu,phi
24.95163605730679,0.19725186191676516
30.866878937089904,0.11522741216302906
6.709808062982922,0.37947029388222203
18.319813446009043,0.4466988890272477
22.38154490257377,0.15084365012188122
132.2872047468619,0.075965570172571
6.626404988939382,0.3420837527432088
82.10146652496287,0.2925642528055988
1.9916402708547902,2.1061493794959283
61.112899394251194,0.16838505902063672
7.837607087627054,1.599551416267811
0.5538883948356983,1.8198702116595908
144.5137360999981,0.09529373935713133
644.7549345667485,0.0935872147093173
524.7819727826599,0.05473395351825116
0.6092551057668378,5.565822907967248
0.019450574546540752,16.26922810144299
291.70786300899766,0.9615593139717062
0.9648075604944306,1.5676972501062423
2.7133348068013623,1.3208352035532718
353.5626188223467,0.13574650207308175
9.029776529191164,0.399032592455654
166.81773416381523,0.1983181400271591
1.6651873305790987,0.8970905000899332
5.875845777900972,0.6856928386253089
278.71509568278793,0.0843098269457599
0.9262494877306426,1.5457070146435705
191.825563568793,0.24424567988821108
114.27257022126325,0.08870329501348816
364.5763617772848,0.04521653149917958
0.39597387182339555,6.462909020632686
827.1340271953146,0.08292547277468106
4.823347190813186,0.1346610135593384
201.75705379074353,0.06611766617382128
6.8575005240971345,2.7275815943507453
83.56874071395782,0.18353068862943747
37.57173640709193,0.36899810874208366
53.72972816839211,0.12420823467248719
17.91814886494152,0.17189401078494088
47.278764828172065,0.18153892628783902
10.610822412482817,0.24504479430170856
0.18555371526012227,15.780698674433038
959.5180956128697,0.24786798227550452
33.3000914218434,0.682750583133628
1.360504172600192,3.9608830444801844
2.414471300249654,3.1951018462787357
4.265302107179194,0.5985419501540777
219.1016241011892,0.16270974678964123
52.103012808985504,0.1595738134688508
1.6651975643491876,3.028927366072477
251.39090876275114,0.03727475119048254
81.43190243355659,0.1745393910304706
0.4744913262143863,3.346717602418753
58.05974659034944,0.1994906920956905
0.37027887521179914,4.727080425625897
0.17519920601168024,3.5339337874905805
463.31529483855866,0.13421501179630657
0.5547399826184986,5.228853154745346
0.19630775074372486,2.7274296874957633
512.5869558345834,0.4629205341118818
1.3670154938385772,3.5182184589482537
71.05636665039323,0.281271359278918
445.5762708216083,0.06441732774585487
260.20616255583207,0.08220271293355248
24.1445396043264,1.4711139146724888
0.8123877287007684,0.9415561431962649
4.712977899904547,0.4649685628955857
85.49725558263334,0.13929751913350719
1.8272750440663406,1.104712631230519
0.09996029385998306,4.151409015216693
0.22230563700409223,13.233874329140873
2.140929649645062,1.1787188510851296
9.986895211539736,1.049806036413379
20.824875406977217,0.4261006947320297
162.71793040190758,0.04666366846848345
107.92546591713656,1.160057341777847
56.07922660181994,0.31015993390376645
0.5372881945709533,2.631256520059096
599.3642343680579,0.05341776060312685
0.10374321199117621,174.76163858755785
17.939581639247073,4.895981024870695
136.8189194074682,0.09138303924987631
572.7046417876087,0.08980992086622057
131.8748326803455,0.07502028314934663
0.7290269455968068,1.7968178171110443
0.7983153755091384,5.7755124270418765
1390.895273394969,0.08881198599109645
0.17552160152971685,0.48296823125318966
807.8437536903743,0.1711936833485736
303.53507434007435,0.06493637336261256
5.261760483775337,2.0384151518683047
772.9302868594648,0.1430389593963704
6.248969446895262,0.4481537957414763
425.3846950533571,0.08512047941525165
473.79352965380804,0.12270964340888643
1.0491740146701027,4.357324921088462
0.03329268307253196,72.94036248247193
80.52121859700604,0.2725294107565498
16.091977055114562,0.4083601102146638
346.9896676940352,0.20484815988441948
46.64155390813075,1.5177792657589868
20.076073924439967,0.3628901538037116
7.2964837253677945,1.0216941336498582
0.334258546618364,10.991014156533444
